;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;189;215;236;262;270;274;276;278;282;285;293;299;308;311;336
0-1-0-0-0;178;201;229;261;266;270;275;281;285;291;294;299;305;311;336
0-0-1-0-0;156;193;223;244;247;253;261;268;274;276;281;287;293;297;325
0-0-0-1-0;185;216;247;267;270;275;277;281;289;292;297;301;304;308;337
0-0-0-0-1;185;215;236;260;266;273;277;281;283;288;295;297;301;309;328
