;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.43773;0.43738;0.43724;0.43781;0.43777;0.43780;0.43774;0.43768;0.43767;0.43752;0.43744;0.43740;0.43739;0.43794;0.43773
0-1-0-0-0;0.43763;0.43760;0.43750;0.43769;0.43776;0.43777;0.43769;0.43768;0.43733;0.43730;0.43708;0.43701;0.43669;0.43672;0.43707
0-0-1-0-0;0.44184;0.44144;0.44125;0.44091;0.44092;0.44081;0.44071;0.44066;0.44053;0.44052;0.44024;0.43990;0.43986;0.43985;0.44005
0-0-0-1-0;0.43871;0.43868;0.43847;0.43810;0.43809;0.43787;0.43787;0.43788;0.43825;0.43835;0.43829;0.43812;0.43796;0.43792;0.43791
0-0-0-0-1;0.44058;0.44055;0.44057;0.43973;0.43966;0.43959;0.43961;0.43943;0.43937;0.43951;0.43941;0.43925;0.43905;0.43890;0.43873
