;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;135;158;170;189;195;198;200;201;204;205;212;215;221;223;245
0-1-0-0-0;125;144;164;188;192;195;200;203;206;212;213;218;224;227;246
0-0-1-0-0;111;140;162;179;180;184;191;197;201;203;207;212;217;220;239
0-0-0-1-0;133;155;178;194;197;202;204;208;214;217;220;224;225;228;250
0-0-0-0-1;130;156;172;189;194;200;203;205;207;210;215;217;221;226;240
