;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.21308;0.31159;0.39073;0.50579;0.52838;0.54800;0.56557;0.58898;0.60907;0.62363;0.65111;0.67647;0.70159;0.71659;0.81951
0-1-0-0-0;0.18856;0.27572;0.38294;0.50000;0.52362;0.54217;0.56936;0.59283;0.61290;0.63399;0.65188;0.66890;0.69161;0.71494;0.81553
0-0-1-0-0;0.17548;0.29647;0.40036;0.50833;0.52553;0.55361;0.58000;0.60771;0.62844;0.64186;0.65808;0.68009;0.70773;0.72439;0.81864
0-0-0-1-0;0.21387;0.33231;0.46429;0.56568;0.58568;0.60841;0.62108;0.64009;0.67681;0.69194;0.70883;0.71838;0.72902;0.74757;0.84461
0-0-0-0-1;0.22811;0.33912;0.43623;0.55319;0.57826;0.60265;0.62528;0.63719;0.65509;0.68085;0.70238;0.71394;0.72530;0.75000;0.82206
