;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;10601632;10299873;10128898;9910187;9891513;9834144;9817509;9811120;9763716;9709254;9697776;9659775;9640079;9435584;9133566
0-1-0-0-0;10042619;9893099;9705556;9406879;9409821;9396622;9382874;9369220;9345333;9291060;9192690;9170307;9104134;9080208;8548807
0-0-1-0-0;8957304;8877424;8742696;8578376;8606229;8568749;8539150;8513293;8476001;8475518;8456626;8411364;8393631;8373104;8144050
0-0-0-1-0;9846212;9586393;9419218;9218262;9162189;9145731;9131956;9122115;9006020;9000433;8957820;8929461;8896866;8855814;8653877
0-0-0-0-1;9297093;9036839;8805247;8674245;8658304;8633586;8586434;8532293;8505231;8459351;8428287;8410236;8374730;8296098;7983576
