;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;1398;1646;1872;2161;2220;2268;2322;2372;2431;2492;2565;2635;2721;2801;3297
0-1-0-0-0;1406;1668;1905;2216;2273;2335;2415;2483;2561;2641;2721;2812;2886;2963;3558
0-0-1-0-0;1303;1583;1889;2177;2239;2304;2385;2465;2550;2624;2698;2786;2873;2967;3586
0-0-0-1-0;1450;1730;2015;2303;2379;2457;2510;2582;2656;2735;2818;2894;2981;3067;3682
0-0-0-0-1;1451;1744;2012;2312;2386;2447;2520;2584;2659;2731;2818;2893;2985;3093;3681
