;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.58806;0.57917;0.60115;0.58883;0.59497;0.59497;0.59497;0.56832;0.54965;0.54965;0.55785;0.55785;0.54455;0.53093;0.52410
0-1-0-0-0;0.55657;0.56210;0.56201;0.56629;0.56629;0.56629;0.56706;0.57222;0.57971;0.57971;0.56393;0.56393;0.56981;0.58667;0.55789
0-0-1-0-0;0.55563;0.56465;0.56842;0.56364;0.58491;0.58017;0.58017;0.57622;0.56579;0.56818;0.61735;0.61735;0.60390;0.60390;0.54717
0-0-0-1-0;0.56548;0.55834;0.58165;0.57500;0.58333;0.58567;0.58567;0.58567;0.63229;0.63229;0.65574;0.65574;0.65574;0.64103;0.62963
0-0-0-0-1;0.56044;0.54454;0.53896;0.54028;0.54028;0.54028;0.54028;0.54974;0.57386;0.59701;0.59701;0.61404;0.61404;0.61404;0.59322
