;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.07456;0.10032;0.12663;0.16323;0.17054;0.17781;0.18574;0.19367;0.20239;0.21075;0.21956;0.22910;0.23964;0.25131;0.32175
0-1-0-0-0;0.07477;0.10409;0.13085;0.16850;0.17584;0.18445;0.19549;0.20419;0.21440;0.22330;0.23410;0.24663;0.25702;0.26826;0.34861
0-0-1-0-0;0.07922;0.10850;0.14662;0.18618;0.19421;0.20314;0.21414;0.22555;0.23669;0.24787;0.25824;0.26992;0.28259;0.29637;0.38034
0-0-0-1-0;0.08931;0.12533;0.16251;0.20265;0.21333;0.22477;0.23318;0.24330;0.25321;0.26610;0.27792;0.28844;0.30030;0.31233;0.40176
0-0-0-0-1;0.08679;0.11969;0.15450;0.19538;0.20610;0.21473;0.22490;0.23419;0.24517;0.25537;0.26731;0.27863;0.29235;0.30614;0.38975
