;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.10943;0.10645;0.10133;0.09827;0.09669;0.09810;0.09780;0.09795;0.09896;0.09806;0.09752;0.09735;0.09494;0.09625;0.08957
0-1-0-0-0;0.09426;0.09553;0.09141;0.08615;0.08668;0.08385;0.08443;0.08242;0.08167;0.08136;0.07825;0.07731;0.07756;0.07974;0.07865
0-0-1-0-0;0.11044;0.10512;0.09745;0.09339;0.09390;0.09085;0.09007;0.09065;0.08616;0.08702;0.08588;0.08208;0.07862;0.08056;0.06550
0-0-0-1-0;0.10541;0.10596;0.09749;0.10025;0.09878;0.09882;0.09723;0.09681;0.09631;0.09740;0.09168;0.09101;0.09056;0.08744;0.07359
0-0-0-0-1;0.10105;0.09917;0.09419;0.09099;0.08735;0.08498;0.08221;0.08212;0.08101;0.08194;0.08186;0.08078;0.08305;0.07601;0.07839
