;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;105197983;104820919;104264318;103708821;103641421;103557188;103466799;103339342;103155796;103069554;102963419;102890481;102805682;102536959;101174795
0-1-0-0-0;105345181;104986914;104317676;103637494;103504057;103448986;103353147;103226216;103024914;102808118;102514083;102378567;102203384;102048957;100335823
0-0-1-0-0;106682012;106349374;105961998;105576327;105465906;105408565;105329641;105256123;105150836;105080253;104972869;104864462;104786716;104676478;103118424
0-0-0-1-0;105861033;105530380;105241984;104365076;104296006;104201743;104146525;103974324;103680045;103535895;103409170;103264210;103002770;102868595;101521516
0-0-0-0-1;106327408;105682745;105206188;104659527;104513552;104402441;104256789;103947512;103788137;103692635;103555516;103426002;103175965;102890812;101279660
