;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;105190039;104814098;104258338;103703819;103636722;103552628;103462313;103334942;103151599;103065444;102959635;102886962;102802514;102533911;101172739
0-1-0-0-0;105337145;104979783;104311606;103632663;103499461;103444506;103348900;103222196;103021026;102804412;102510491;102375214;102200263;102046042;100333867
0-0-1-0-0;106672759;106341894;105955715;105570871;105460628;105403527;105324927;105251673;105146638;105076144;104968960;104860737;104783300;104673210;103116152
0-0-0-1-0;105853042;105523720;105236724;104360635;104291719;104197664;104142519;103970439;103676461;103532405;103405832;103261009;102999651;102865612;101519672
0-0-0-0-1;106319543;105676188;105200467;104654621;104508862;104398053;104252532;103943431;103784129;103688884;103552011;103422581;103172719;102887819;101277418
