;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;10602696;10300805;10129662;9910826;9892109;9834732;9818091;9811683;9764244;9709780;9698261;9660240;9640500;9436000;9133843
0-1-0-0-0;10043973;9894318;9706621;9407744;9410645;9397406;9383646;9369945;9346031;9291696;9193302;9170891;9104695;9080705;8549140
0-0-1-0-0;8958625;8878606;8743734;8579319;8607130;8569612;8539959;8514079;8476734;8476230;8457301;8411978;8394210;8373641;8144421
0-0-0-1-0;9847407;9587418;9420060;9218976;9162869;9146385;9132604;9122727;9006559;9000962;8958315;8929932;8897330;8856267;8654196
0-0-0-0-1;9298324;9037908;8806251;8675097;8659129;8634373;8587205;8533015;8505942;8460019;8428888;8410808;8375267;8296618;7983956
