;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;294;188;136;85;81;72;64;55;51;46;43;39;37;33;18
0-1-0-0-0;346;217;134;88;82;76;64;59;54;50;46;44;41;37;20
0-0-1-0-0;304;154;99;55;50;41;39;33;31;28;26;25;19;17;11
0-0-0-1-0;278;141;76;49;43;37;34;30;24;21;20;20;19;17;11
0-0-0-0-1;235;139;80;47;42;37;33;33;28;22;21;19;18;16;8
