;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;181;146;103;77;70;70;70;64;57;57;52;52;43;42;41
0-1-0-0-0;152;129;112;78;78;78;77;62;59;59;53;53;50;42;37
0-0-1-0-0;267;134;112;89;68;68;68;64;60;60;42;42;35;35;29
0-0-0-1-0;231;177;88;68;62;59;59;59;42;42;32;32;32;28;20
0-0-0-0-1;200;112;73;64;64;64;64;61;46;32;32;32;32;32;26
