;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;8135384;7990529;7887268;7728355;7707517;7695912;7681274;7669121;7656894;7630227;7605804;7604724;7596863;7564419;7367123
0-1-0-0-0;8020787;7873456;7694952;7627845;7611356;7599685;7574235;7556828;7550362;7504030;7457206;7445820;7409305;7390066;7119950
0-0-1-0-0;7093835;7054376;7009580;6978729;6967938;6944722;6927663;6918617;6890314;6880417;6871087;6848345;6840695;6820095;6572983
0-0-0-1-0;7825246;7777332;7715940;7567449;7525598;7510188;7501354;7496615;7457645;7430881;7413142;7391993;7366831;7347656;7156983
0-0-0-0-1;7307950;7218480;7113018;7016594;6997616;6986699;6956680;6920367;6896393;6839161;6810137;6762649;6739590;6677767;6473427
