;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.09589;0.05714;0.05714;0.02941;0.02941;0.02941;0.02941;0.02941;0.02941;0.02941;0.02941;0.02941;0.02222;0.02222;0.02222
0-1-0-0-0;0.24138;0.18519;0.13158;0.10811;0.10204;0.10204;0.10204;0.10204;0.09589;0.08966;0.08966;0.08333;0.08333;0.07692;0.03650
0-0-1-0-0;0.20482;0.13725;0.09589;0.06383;0.05714;0.05714;0.05036;0.05036;0.03650;0.03650;0.02941;0.02941;0.02222;0.02222;0.00000
0-0-0-1-0;0.14839;0.10204;0.09589;0.04348;0.03650;0.02941;0.02222;0.02222;0.02222;0.02222;0.02222;0.02222;0.01493;0.01493;0.00000
0-0-0-0-1;0.15924;0.09589;0.05714;0.05036;0.04348;0.04348;0.04348;0.04348;0.04348;0.04348;0.04348;0.02941;0.02941;0.02941;0.01493
