;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;4198;3089;2344;1780;1677;1584;1489;1402;1320;1237;1174;1099;1036;949;607
0-1-0-0-0;4023;2959;2250;1705;1607;1495;1414;1328;1252;1178;1098;1044;964;896;557
0-0-1-0-0;3472;2419;1731;1220;1146;1068;994;920;852;793;724;671;615;561;326
0-0-0-1-0;3136;2115;1511;1084;1019;947;897;830;758;689;625;573;521;479;254
0-0-0-0-1;3204;2259;1625;1152;1075;1004;930;869;810;736;687;638;587;526;302
