;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.37998;0.30944;0.25256;0.20604;0.19657;0.18806;0.17977;0.17150;0.16272;0.15390;0.14733;0.13931;0.13244;0.12304;0.08368
0-1-0-0-0;0.35721;0.28752;0.23379;0.18920;0.18054;0.17090;0.16346;0.15561;0.14865;0.14080;0.13280;0.12627;0.11800;0.11048;0.07442
0-0-1-0-0;0.33855;0.26087;0.20228;0.15417;0.14600;0.13789;0.12955;0.12171;0.11410;0.10728;0.10035;0.09411;0.08689;0.08102;0.04964
0-0-0-1-0;0.31833;0.24214;0.18920;0.14740;0.14052;0.13309;0.12692;0.11926;0.11161;0.10383;0.09662;0.09031;0.08401;0.07826;0.04842
0-0-0-0-1;0.33199;0.25935;0.20441;0.15540;0.14698;0.13967;0.13222;0.12480;0.11725;0.10926;0.10314;0.09693;0.09055;0.08272;0.05214
