;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;1399;1225;1037;869;773;758;752;733;704;696;643;605;533;519;344
0-1-0-0-0;1730;1528;1240;1008;966;926;895;845;823;760;736;693;651;578;367
0-0-1-0-0;1712;1447;1231;1080;1051;1033;971;928;875;845;814;741;697;655;484
0-0-0-1-0;1561;1267;1048;887;865;829;806;770;701;691;662;637;613;589;368
0-0-0-0-1;1578;1334;1177;996;959;887;867;818;807;767;685;664;623;588;426
