;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;96481783;95703113;95004094;94497444;94400337;94292001;94176003;94038960;93844737;93656934;93515359;93416070;93321970;93137630;91608928
0-1-0-0-0;96032537;95510892;94666165;93927026;93838728;93781136;93645907;93517811;93206970;92946687;92524951;92367137;92029115;91890276;90069397
0-0-1-0-0;97151512;96637636;96117023;95525112;95456673;95319633;95184202;95078342;94894029;94827857;94613812;94345418;94245926;94125053;92602697
0-0-0-1-0;96552249;96041816;95555883;94456886;94321978;94140020;94080122;93937389;93727644;93630155;93459072;93245225;92936663;92769967;91410193
0-0-0-0-1;96813594;96022140;95385939;94457042;94287909;94144662;93977471;93597640;93409827;93306540;93113016;92899121;92585386;92193560;90467819
