;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.74658;0.83571;0.87143;0.91912;0.91912;0.91912;0.91912;0.91912;0.92647;0.92647;0.93382;0.93382;0.94815;0.95556;0.95556
0-1-0-0-0;0.61494;0.68519;0.75658;0.81081;0.81633;0.81633;0.82313;0.83673;0.84932;0.85517;0.86207;0.86806;0.87500;0.88811;0.94161
0-0-1-0-0;0.59639;0.73203;0.79452;0.85816;0.87857;0.87857;0.88489;0.88489;0.90511;0.91241;0.93382;0.93382;0.95556;0.95556;0.99242
0-0-0-1-0;0.68387;0.76190;0.81507;0.89130;0.90511;0.91912;0.92593;0.92593;0.94074;0.94074;0.94815;0.94815;0.95522;0.96269;0.99242
0-0-0-0-1;0.68790;0.78767;0.85714;0.87050;0.87681;0.87681;0.87681;0.88406;0.89130;0.90580;0.90580;0.92647;0.92647;0.92647;0.95522
