;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;9606;9358;9132;8843;8784;8736;8682;8632;8573;8512;8439;8369;8283;8203;7707
0-1-0-0-0;9598;9336;9099;8788;8731;8669;8589;8521;8443;8363;8283;8192;8118;8041;7446
0-0-1-0-0;9701;9421;9115;8827;8765;8700;8619;8539;8454;8380;8306;8218;8131;8037;7418
0-0-0-1-0;9554;9274;8989;8701;8625;8547;8494;8422;8348;8269;8186;8110;8023;7937;7322
0-0-0-0-1;9553;9260;8992;8692;8618;8557;8484;8420;8345;8273;8186;8111;8019;7911;7323
