;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;105192287;104816020;104260033;103705115;103637902;103553743;103463428;103336057;103152802;103066611;102960681;102887848;102803288;102534619;101173148
0-1-0-0-0;105339125;104981395;104312837;103633686;103500411;103445456;103349709;103222956;103021786;102805146;102511225;102375895;102200872;102046628;100334188
0-0-1-0-0;106675570;106343862;105957135;105572045;105461739;105404597;105325891;105252518;105147483;105076952;104969768;104861456;104783894;104673804;103116645
0-0-0-1-0;105855611;105525637;105238231;104361778;104292837;104198669;104143477;103971397;103677383;103533327;103406754;103261886;103000462;102866386;101519972
0-0-0-0-1;106321516;105677728;105201660;104655621;104509792;104398791;104253192;103944073;103784771;103689463;103552544;103423114;103173207;102888273;101277789
