;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;727;867;1000;1197;1233;1269;1308;1347;1391;1431;1477;1524;1579;1634;1982
0-1-0-0-0;716;886;1021;1223;1259;1300;1362;1405;1459;1503;1557;1627;1675;1730;2130
0-0-1-0-0;715;865;1068;1261;1301;1345;1402;1460;1516;1573;1621;1680;1743;1812;2236
0-0-0-1-0;776;961;1148;1345;1402;1461;1504;1553;1598;1661;1717;1767;1824;1884;2333
0-0-0-0-1;760;935;1109;1310;1366;1408;1458;1504;1560;1606;1668;1725;1795;1861;2282
