;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.15500;0.11875;0.13913;0.15000;0.15000;0.15000;0.15000;0.15000;0.15000;0.15000;0.15000;0.15000;0.15000;0.16304;0.14062
0-1-0-0-0;0.20823;0.18116;0.16949;0.12791;0.12791;0.12791;0.12791;0.12791;0.13376;0.13376;0.13376;0.13376;0.13376;0.12821;0.17073
0-0-1-0-0;0.21604;0.21120;0.22697;0.20909;0.22093;0.21528;0.21528;0.23256;0.23256;0.20225;0.11321;0.11321;0.15789;0.15789;0.20000
0-0-0-1-0;0.17544;0.19128;0.18009;0.22642;0.22642;0.22642;0.22642;0.22642;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;nan
0-0-0-0-1;0.18595;0.25478;0.25352;0.25352;0.25352;0.25352;0.25352;0.25352;0.25893;0.25000;0.25000;0.00000;0.00000;0.00000;0.00000
