;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.52287;0.52087;0.52693;0.53171;0.53310;0.53377;0.53412;0.53488;0.53388;0.53497;0.53278;0.53141;0.53173;0.53390;0.53739
0-1-0-0-0;0.50773;0.50874;0.51441;0.51202;0.50760;0.50909;0.50645;0.50732;0.50820;0.51175;0.51305;0.51076;0.51286;0.51757;0.53130
0-0-1-0-0;0.51666;0.51387;0.51285;0.51595;0.51717;0.51512;0.51348;0.51171;0.51254;0.51396;0.51425;0.51737;0.51068;0.50988;0.51167
0-0-0-1-0;0.51317;0.50974;0.50791;0.50821;0.50744;0.50532;0.50543;0.50783;0.51121;0.51263;0.51291;0.51505;0.51662;0.51853;0.52036
0-0-0-0-1;0.51059;0.50944;0.51164;0.51514;0.51739;0.51422;0.51384;0.51648;0.51607;0.51373;0.51828;0.51923;0.51870;0.51816;0.52186
