;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.11057;0.11067;0.10622;0.09932;0.09780;0.09909;0.09888;0.09932;0.10355;0.10294;0.10250;0.10302;0.09842;0.09898;0.09116
0-1-0-0-0;0.10596;0.10293;0.09564;0.09337;0.09313;0.09103;0.08925;0.08952;0.08916;0.08729;0.08536;0.08558;0.08410;0.08648;0.08587
0-0-1-0-0;0.11658;0.11321;0.09936;0.09558;0.09698;0.09602;0.09587;0.09691;0.09383;0.09555;0.09571;0.09216;0.09021;0.09234;0.08112
0-0-0-1-0;0.11313;0.10779;0.10440;0.10476;0.10060;0.09961;0.09876;0.09849;0.09814;0.09904;0.09579;0.09412;0.09285;0.09227;0.07442
0-0-0-0-1;0.11390;0.11033;0.10323;0.09856;0.09265;0.08925;0.08443;0.08446;0.08353;0.08441;0.08444;0.08356;0.08367;0.07864;0.08132
