;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.09271;0.12343;0.15281;0.19283;0.20093;0.20873;0.21704;0.22523;0.23440;0.24290;0.25264;0.26248;0.27375;0.28567;0.35724
0-1-0-0-0;0.09135;0.12439;0.15530;0.19689;0.20480;0.21382;0.22560;0.23490;0.24551;0.25513;0.26600;0.27876;0.28995;0.30155;0.38250
0-0-1-0-0;0.09461;0.13048;0.17232;0.21528;0.22368;0.23320;0.24490;0.25697;0.26856;0.27985;0.29088;0.30283;0.31632;0.33002;0.41339
0-0-0-1-0;0.10793;0.14907;0.19094;0.23389;0.24495;0.25708;0.26561;0.27613;0.28717;0.30015;0.31217;0.32287;0.33446;0.34664;0.43549
0-0-0-0-1;0.10582;0.14393;0.18242;0.22585;0.23709;0.24651;0.25692;0.26633;0.27749;0.28837;0.30055;0.31201;0.32573;0.33978;0.42204
