;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.23438;0.33617;0.40670;0.51499;0.53719;0.55932;0.57803;0.59644;0.61261;0.62500;0.65231;0.66978;0.69279;0.70794;0.81667
0-1-0-0-0;0.19904;0.28858;0.39423;0.50811;0.52747;0.54469;0.57803;0.59531;0.61310;0.63855;0.64939;0.66871;0.69350;0.71160;0.81457
0-0-1-0-0;0.18942;0.32110;0.42520;0.53116;0.54217;0.56966;0.59502;0.62540;0.64217;0.65484;0.67208;0.69055;0.72093;0.73579;0.81570
0-0-0-1-0;0.23750;0.36643;0.49721;0.58610;0.60615;0.63323;0.64557;0.66667;0.69935;0.71617;0.72848;0.74172;0.74751;0.76254;0.85324
0-0-0-0-1;0.25145;0.37055;0.47514;0.57447;0.59877;0.62696;0.64444;0.65079;0.66774;0.69079;0.70957;0.72093;0.73667;0.75839;0.82759
