;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.09775;0.09963;0.09420;0.09186;0.09024;0.09089;0.09203;0.09121;0.09322;0.09477;0.09397;0.09386;0.09335;0.09394;0.09158
0-1-0-0-0;0.11633;0.11364;0.11340;0.11578;0.11486;0.11324;0.11405;0.11311;0.11437;0.11062;0.11078;0.11288;0.11517;0.11086;0.10806
0-0-1-0-0;0.10608;0.10940;0.10870;0.11180;0.11096;0.11190;0.11113;0.11191;0.11230;0.11108;0.11174;0.10615;0.10587;0.10349;0.10801
0-0-0-1-0;0.11278;0.10991;0.11319;0.10942;0.10796;0.10714;0.10714;0.10597;0.10361;0.10580;0.10530;0.10455;0.10401;0.10592;0.10623
0-0-0-0-1;0.10902;0.10909;0.11260;0.11161;0.11259;0.11054;0.11029;0.10863;0.10894;0.10837;0.10507;0.10383;0.10205;0.10682;0.10638
