;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;1171;983;810;675;630;626;610;596;552;536;495;474;420;418;268
0-1-0-0-0;1068;1002;840;628;606;565;556;513;487;456;421;389;367;351;238
0-0-1-0-0;1341;1105;909;771;754;695;650;631;557;557;518;474;430;418;225
0-0-0-1-0;1087;964;708;645;613;594;579;550;501;487;431;410;404;374;221
0-0-0-0-1;1128;960;829;684;630;595;565;536;519;499;462;445;437;370;280
