;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.15891;0.13267;0.13168;0.15990;0.15363;0.15363;0.15363;0.17081;0.17730;0.17730;0.16942;0.16942;0.17822;0.18557;0.18072
0-1-0-0-0;0.19798;0.18950;0.18053;0.15955;0.15955;0.15955;0.15294;0.15833;0.16232;0.16232;0.16393;0.16393;0.14717;0.14667;0.16842
0-0-1-0-0;0.19267;0.20166;0.19699;0.17576;0.17520;0.16910;0.16910;0.17378;0.17763;0.15909;0.13776;0.13776;0.16234;0.16234;0.16981
0-0-0-1-0;0.15391;0.16358;0.17064;0.16500;0.16071;0.15576;0.15576;0.15576;0.11659;0.11659;0.12022;0.12022;0.12022;0.13462;0.14815
0-0-0-0-1;0.17491;0.19828;0.19913;0.20616;0.20616;0.20616;0.20616;0.19895;0.19602;0.17537;0.17537;0.15351;0.15351;0.15351;0.16384
