;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;31;22;16;12;11;11;11;10;9;9;8;8;7;6;5
0-1-0-0-0;31;25;21;15;15;15;14;12;11;11;10;10;9;8;6
0-0-1-0-0;49;29;23;17;13;12;12;11;10;9;7;7;5;5;3
0-0-0-1-0;38;30;18;13;11;10;10;10;7;7;6;6;6;5;3
0-0-0-0-1;34;22;15;14;14;14;14;13;12;9;9;8;8;8;6
