;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.56821;0.44493;0.36589;0.26062;0.25049;0.23400;0.21516;0.18856;0.17279;0.16193;0.14889;0.13348;0.12756;0.11751;0.06585
0-1-0-0-0;0.59428;0.47462;0.35953;0.26628;0.24606;0.23092;0.20704;0.19198;0.17634;0.16558;0.15078;0.14318;0.13152;0.11954;0.07039
0-0-1-0-0;0.56918;0.41167;0.31239;0.20208;0.18511;0.16193;0.14889;0.13152;0.12156;0.10930;0.10304;0.09242;0.07488;0.06585;0.03526
0-0-0-1-0;0.55723;0.41077;0.28008;0.18856;0.16920;0.15265;0.14126;0.12756;0.10304;0.09242;0.08592;0.08592;0.08153;0.07039;0.04010
0-0-0-0-1;0.52774;0.39590;0.29205;0.18511;0.16739;0.15453;0.13544;0.13152;0.11343;0.09456;0.08810;0.07933;0.07711;0.07039;0.04010
