;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;10601228;10299524;10128588;9909935;9891316;9833954;9817319;9810930;9763520;9709064;9697604;9659621;9639954;9435468;9133491
0-1-0-0-0;10042152;9892725;9705329;9406692;9409635;9396436;9382709;9369065;9345178;9290906;9192536;9170168;9104019;9080109;8548758
0-0-1-0-0;8956809;8877096;8742459;8578199;8606058;8568561;8538970;8513133;8475841;8475373;8456481;8411231;8393512;8372985;8143936
0-0-0-1-0;9845747;9586073;9418965;9218053;9161980;9145532;9131774;9121933;9005844;9000257;8957644;8929286;8896708;8855671;8653824
0-0-0-0-1;9296657;9036507;8805026;8674058;8658127;8633443;8586295;8532162;8505100;8459223;8428174;8410123;8374623;8296009;7983513
