;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.06984;0.07989;0.07061;0.05584;0.05587;0.05587;0.05587;0.06211;0.07092;0.07092;0.05785;0.05785;0.06436;0.06701;0.04819
0-1-0-0-0;0.09192;0.08323;0.08163;0.09888;0.09888;0.09888;0.09882;0.09722;0.08696;0.08696;0.09836;0.09836;0.09434;0.08000;0.07895
0-0-1-0-0;0.07056;0.07473;0.06617;0.08081;0.05660;0.05248;0.05248;0.05488;0.05921;0.04545;0.03061;0.03061;0.00649;0.00649;0.00943
0-0-0-1-0;0.08418;0.08506;0.08624;0.09000;0.07143;0.07477;0.07477;0.07477;0.06278;0.06278;0.04918;0.04918;0.04918;0.04487;0.03704
0-0-0-0-1;0.08150;0.09626;0.10390;0.10190;0.10190;0.10190;0.10190;0.09162;0.09943;0.10821;0.10821;0.09211;0.09211;0.09211;0.09605
