;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;96480807;95702261;95003353;94496877;94399808;94291524;94175526;94038483;93844238;93656452;93514909;93415691;93321617;93137338;91608735
0-1-0-0-0;96031582;95510148;94665601;93926560;93838258;93780666;93645495;93517431;93206590;92946310;92524574;92366778;92028810;91890010;90069282
0-0-1-0-0;97150370;96636872;96116427;95524646;95456228;95319188;95183797;95077991;94893678;94827541;94613496;94345125;94245660;94124787;92602475
0-0-0-1-0;96551180;96040928;95555198;94456365;94321461;94139534;94079656;93936923;93727195;93629706;93458623;93244809;92936279;92769619;91410081
0-0-0-0-1;96812746;96021485;95385459;94456632;94287529;94144338;93977155;93597335;93409522;93306249;93112746;92898851;92585130;92193339;90467639
