;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;26;26;15;12;12;12;12;12;12;12;12;12;12;11;10
0-1-0-0-0;59;41;40;35;35;35;35;35;32;32;32;32;32;24;19
0-0-1-0-0;70;64;53;41;35;35;35;31;31;31;21;21;17;17;16
0-0-0-1-0;64;56;37;18;18;18;18;18;1;1;1;1;1;1;0
0-0-0-0-1;55;31;28;28;28;28;28;28;13;1;1;1;1;1;1
