;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.62500;0.64375;0.63478;0.65000;0.65000;0.65000;0.65000;0.65000;0.65000;0.65000;0.65000;0.65000;0.65000;0.63043;0.65625
0-1-0-0-0;0.56174;0.57246;0.56356;0.54651;0.54651;0.54651;0.54651;0.54651;0.56051;0.56051;0.56051;0.56051;0.56051;0.58974;0.52439
0-0-1-0-0;0.55457;0.54453;0.51974;0.51364;0.51744;0.49306;0.49306;0.47287;0.47287;0.43820;0.47170;0.47170;0.39474;0.39474;0.26667
0-0-0-1-0;0.54386;0.53691;0.54976;0.50943;0.50943;0.50943;0.50943;0.50943;0.87500;0.87500;0.87500;0.87500;0.87500;0.87500;nan
0-0-0-0-1;0.52893;0.46497;0.45775;0.45775;0.45775;0.45775;0.45775;0.45775;0.50893;0.56250;0.56250;0.87500;0.87500;0.87500;0.87500
