;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;2913;2535;2219;1922;1844;1795;1747;1714;1577;1534;1431;1370;1262;1235;845
0-1-0-0-0;3120;2934;2601;2104;2030;1974;1934;1841;1754;1645;1593;1491;1396;1303;869
0-0-1-0-0;3320;2959;2700;2393;2307;2202;2086;2007;1890;1871;1764;1707;1653;1575;1068
0-0-0-1-0;2826;2551;2095;1841;1808;1753;1744;1656;1507;1423;1366;1307;1292;1248;919
0-0-0-0-1;3054;2720;2518;2153;2075;2048;2018;1908;1881;1786;1644;1611;1537;1446;1048
