;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.55740;0.60671;0.64243;0.66271;0.66677;0.67040;0.67316;0.67622;0.67905;0.68150;0.68157;0.68270;0.68183;0.68283;0.67220
0-1-0-0-0;0.57669;0.62331;0.65526;0.67218;0.67528;0.67861;0.67877;0.68029;0.67994;0.68012;0.68013;0.67805;0.67881;0.67863;0.65576
0-0-1-0-0;0.59743;0.65179;0.68282;0.70285;0.70513;0.70704;0.70779;0.70811;0.70762;0.70699;0.70670;0.70449;0.70319;0.69978;0.67004
0-0-0-1-0;0.60870;0.65923;0.68648;0.70038;0.70019;0.70026;0.70097;0.70138;0.70211;0.70173;0.70072;0.69933;0.69680;0.69402;0.66323
0-0-0-0-1;0.59670;0.64376;0.67322;0.69243;0.69378;0.69528;0.69555;0.69655;0.69647;0.69731;0.69523;0.69381;0.69104;0.68820;0.65964
