;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.38642;0.31234;0.25472;0.20577;0.19626;0.18754;0.17893;0.17007;0.16115;0.15230;0.14559;0.13741;0.13060;0.12130;0.08201
0-1-0-0-0;0.36918;0.29502;0.23758;0.19076;0.18149;0.17176;0.16377;0.15575;0.14843;0.14051;0.13238;0.12583;0.11756;0.10992;0.07350
0-0-1-0-0;0.34965;0.26640;0.20560;0.15484;0.14625;0.13755;0.12909;0.12095;0.11315;0.10624;0.09929;0.09298;0.08544;0.07955;0.04834
0-0-0-1-0;0.32988;0.24836;0.19177;0.14764;0.14018;0.13231;0.12590;0.11813;0.10992;0.10215;0.09507;0.08907;0.08285;0.07700;0.04744
0-0-0-0-1;0.33993;0.26345;0.20629;0.15549;0.14658;0.13903;0.13129;0.12402;0.11614;0.10783;0.10171;0.09521;0.08907;0.08139;0.05113
