;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;31;15;14;8;6;6;6;6;6;5;5;5;4;4;3
0-1-0-0-0;80;48;30;20;16;16;16;16;14;13;13;12;12;11;5
0-0-1-0-0;69;45;28;17;14;12;11;10;7;7;5;5;4;4;0
0-0-0-1-0;62;35;27;13;10;7;5;5;4;4;4;4;3;3;1
0-0-0-0-1;53;31;21;19;15;13;13;12;11;10;9;5;5;5;3
