;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;1054;1267;1466;1725;1775;1819;1871;1918;1972;2030;2094;2158;2234;2310;2780
0-1-0-0-0;1073;1306;1511;1784;1836;1894;1968;2028;2101;2175;2251;2337;2404;2474;3042
0-0-1-0-0;1010;1233;1503;1764;1819;1877;1950;2022;2100;2171;2238;2320;2399;2489;3078
0-0-0-1-0;1117;1358;1600;1863;1934;2006;2057;2125;2188;2264;2341;2413;2497;2578;3162
0-0-0-0-1;1114;1365;1605;1880;1948;2002;2071;2130;2202;2266;2346;2418;2506;2606;3173
