;c=0.2;c=0.3;c=0.4;c=0.5;c=0.52;c=0.54;c=0.56;c=0.58;c=0.6;c=0.62;c=0.64;c=0.66;c=0.68;c=0.7;c=0.8
1-0-0-0-0;0.51042;0.40000;0.32536;0.23161;0.22314;0.20339;0.18497;0.16320;0.15315;0.14024;0.13231;0.12150;0.11599;0.10476;0.06000
0-1-0-0-0;0.55096;0.43487;0.32212;0.23784;0.22527;0.21229;0.18497;0.17302;0.16071;0.15060;0.14024;0.13497;0.12693;0.11599;0.06623
0-0-1-0-0;0.51877;0.35321;0.25984;0.16320;0.15060;0.12693;0.12150;0.10476;0.09904;0.09032;0.08442;0.08143;0.06312;0.05686;0.03754
0-0-0-1-0;0.49643;0.33333;0.21229;0.14804;0.13231;0.11599;0.10759;0.09615;0.07843;0.06931;0.06623;0.06623;0.06312;0.05686;0.03754
0-0-0-0-1;0.45455;0.33017;0.22099;0.14286;0.12963;0.11599;0.10476;0.10476;0.09032;0.07237;0.06931;0.06312;0.06000;0.05369;0.02759
