;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;291;291;291;291;291;358;291;291;291;291;291;291;291;291;291;291;291;291;358;291;291
0-1-0-0-0;307;307;307;307;307;494;307;307;307;307;307;307;307;307;307;307;307;307;494;307;307
0-0-1-0-0;509;509;509;509;509;717;509;509;509;509;509;509;509;509;509;509;509;509;717;509;509
0-0-0-1-0;373;373;373;373;373;526;373;373;373;373;373;373;373;373;373;373;373;373;526;373;373
0-0-0-0-1;500;500;500;500;500;655;500;500;500;500;500;500;500;500;500;500;500;500;655;500;500
1-2-0-0-0;429;424;424;429;429;563;424;424;429;424;424;429;429;429;429;424;429;424;568;429;424
1-0-2-0-0;569;569;569;569;569;759;569;569;569;569;569;569;569;569;569;569;569;569;759;569;569
1-0-0-2-0;443;444;444;443;443;615;444;444;443;444;444;443;443;443;443;444;443;444;615;443;444
1-0-0-0-2;565;565;565;565;565;682;565;565;565;565;565;565;565;565;565;565;565;565;682;565;565
0-1-2-0-0;535;530;530;535;535;736;530;530;535;530;530;535;535;535;535;530;535;530;736;535;530
0-1-0-2-0;458;451;451;458;458;647;451;451;458;451;451;458;458;458;458;451;458;451;623;458;451
0-1-0-0-2;569;577;577;569;569;718;577;577;569;577;577;569;569;569;569;577;569;577;727;569;577
0-0-1-2-0;542;543;543;542;542;705;543;543;542;543;543;542;542;542;542;543;542;543;700;542;543
0-0-1-0-2;614;621;621;614;614;775;621;621;614;621;621;614;614;614;614;621;614;621;767;614;621
0-0-0-1-2;568;568;568;568;568;692;568;568;568;568;568;568;568;568;568;568;568;568;692;568;568
1-2-3-0-0;576;588;588;576;593;784;571;571;576;571;571;576;576;593;593;588;576;571;790;593;588
1-2-0-3-0;495;529;529;495;532;671;491;491;495;491;491;495;495;532;532;529;495;491;676;532;529
1-2-0-0-3;574;611;611;574;586;729;599;599;574;599;599;574;574;586;586;611;574;599;729;586;611
1-0-2-3-0;579;591;591;579;591;759;579;579;579;579;579;579;579;591;591;591;579;579;754;591;591
1-0-2-0-3;603;626;626;603;624;781;606;606;603;606;606;603;603;624;624;626;603;606;777;624;626
1-0-0-2-3;584;610;610;584;606;697;583;583;584;583;583;584;584;606;606;610;584;583;697;606;610
0-1-2-3-0;541;553;553;541;547;745;547;547;541;547;547;541;541;547;547;553;541;547;737;547;553
0-1-2-0-3;574;634;634;574;620;771;585;585;574;585;585;574;574;620;620;634;574;585;776;620;634
0-1-0-2-3;549;601;601;549;602;727;560;560;549;560;560;549;549;602;602;601;549;560;738;602;601
0-0-1-2-3;578;617;617;578;611;759;588;588;578;588;588;578;578;611;611;617;578;588;755;611;617
1-2-3-4-0;577;594;594;577;599;801;572;572;577;572;572;577;577;599;599;594;577;572;801;599;594
1-2-3-0-4;609;647;647;609;620;780;625;625;609;625;625;609;609;620;620;647;609;625;772;620;647
1-2-0-3-4;587;642;642;587;623;724;599;599;587;599;599;587;587;623;623;642;587;599;724;623;642
1-0-2-3-4;591;635;635;591;615;766;604;604;591;604;604;591;591;615;615;635;591;604;762;615;635
0-1-2-3-4;582;631;631;582;622;777;592;592;582;592;592;582;582;622;622;631;582;592;777;622;631
1-2-3-4-5;531;603;586;531;576;704;523;550;531;523;523;531;534;572;572;586;534;550;704;576;603
