;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;104108503;104108503;104108503;104108503;104108503;112328389;104108503;104108503;104108503;104108503;104108503;104108503;104108503;104108503;104108503;104108503;104108503;104108503;112328389;104108503;104108503
0-1-0-0-0;103981039;103981039;103981039;103981039;103981039;112047230;103981039;103981039;103981039;103981039;103981039;103981039;103981039;103981039;103981039;103981039;103981039;103981039;112047230;103981039;103981039
0-0-1-0-0;107501386;107501386;107501386;107501386;107501386;115227349;107501386;107501386;107501386;107501386;107501386;107501386;107501386;107501386;107501386;107501386;107501386;107501386;115227349;107501386;107501386
0-0-0-1-0;104083962;104083962;104083962;104083962;104083962;112193167;104083962;104083962;104083962;104083962;104083962;104083962;104083962;104083962;104083962;104083962;104083962;104083962;112193167;104083962;104083962
0-0-0-0-1;107500494;107500494;107500494;107500494;107500494;115181200;107500494;107500494;107500494;107500494;107500494;107500494;107500494;107500494;107500494;107500494;107500494;107500494;115181200;107500494;107500494
1-2-0-0-0;106728129;106745149;106745149;106728129;106728129;113101404;106745149;106745149;106728129;106745149;106745149;106728129;106728129;106728129;106728129;106745149;106728129;106745149;113081937;106728129;106745149
1-0-2-0-0;109148458;109141768;109141768;109148458;109148458;115047937;109141768;109141768;109148458;109141768;109141768;109148458;109148458;109148458;109148458;109141768;109148458;109141768;115032147;109148458;109141768
1-0-0-2-0;107476641;107583141;107583141;107476641;107476641;113514390;107583141;107583141;107476641;107583141;107583141;107476641;107476641;107476641;107476641;107583141;107476641;107583141;113475850;107476641;107583141
1-0-0-0-2;109202785;109193441;109193441;109202785;109202785;114980793;109193441;109193441;109202785;109193441;109193441;109202785;109202785;109202785;109202785;109193441;109202785;109193441;114993718;109202785;109193441
0-1-2-0-0;109327325;109318901;109318901;109327325;109327325;115300267;109318901;109318901;109327325;109318901;109318901;109327325;109327325;109327325;109327325;109318901;109327325;109318901;115291751;109327325;109318901
0-1-0-2-0;106896831;106920908;106920908;106896831;106896831;112999493;106920908;106920908;106896831;106920908;106920908;106896831;106896831;106896831;106896831;106920908;106896831;106920908;112975881;106896831;106920908
0-1-0-0-2;109193633;109194162;109194162;109193633;109193633;115194342;109194162;109194162;109193633;109194162;109194162;109193633;109193633;109193633;109193633;109194162;109193633;109194162;115187491;109193633;109194162
0-0-1-2-0;109295876;109283912;109283912;109295876;109295876;115333843;109283912;109283912;109295876;109283912;109283912;109295876;109295876;109295876;109295876;109283912;109295876;109283912;115289191;109295876;109283912
0-0-1-0-2;109725222;109752492;109752492;109725222;109725222;115564576;109752492;109752492;109725222;109752492;109752492;109725222;109725222;109725222;109725222;109752492;109725222;109752492;115515844;109725222;109752492
0-0-0-1-2;109548978;109545095;109545095;109548978;109548978;115358463;109545095;109545095;109548978;109545095;109545095;109548978;109548978;109548978;109548978;109545095;109548978;109545095;115348377;109548978;109545095
1-2-3-0-0;107051200;109812527;109812527;107051200;109840082;115089613;107056049;107056049;107051200;107056049;107056049;107051200;107051200;109840082;109840082;109812527;107051200;107056049;115062687;109840082;109812527
1-2-0-3-0;105607464;108403426;108403426;105607464;108359427;113674738;105642042;105642042;105607464;105642042;105642042;105607464;105607464;108359427;108359427;108403426;105607464;105642042;113650656;108359427;108403426
1-2-0-0-3;107123545;109854611;109854611;107123545;109851214;115082039;107138039;107138039;107123545;107138039;107138039;107123545;107123545;109851214;109851214;109854611;107123545;107138039;115081258;109851214;109854611
1-0-2-3-0;107189312;110036693;110036693;107189312;110000587;115158495;107275802;107275802;107189312;107275802;107275802;107189312;107189312;110000587;110000587;110036693;107189312;107275802;115128565;110000587;110036693
