;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;11050870;11050870;11050870;11050870;11050870;2918002;11050870;11050870;11050870;11050870;11050870;11050870;11050870;11050870;11050870;11050870;11050870;11050870;2918002;11050870;11050870
0-1-0-0-0;10335479;10335479;10335479;10335479;10335479;2297113;10335479;10335479;10335479;10335479;10335479;10335479;10335479;10335479;10335479;10335479;10335479;10335479;2297113;10335479;10335479
0-0-1-0-0;9573477;9573477;9573477;9573477;9573477;2034356;9573477;9573477;9573477;9573477;9573477;9573477;9573477;9573477;9573477;9573477;9573477;9573477;2034356;9573477;9573477
0-0-0-1-0;10051421;10051421;10051421;10051421;10051421;2213401;10051421;10051421;10051421;10051421;10051421;10051421;10051421;10051421;10051421;10051421;10051421;10051421;2213401;10051421;10051421
0-0-0-0-1;9827025;9827025;9827025;9827025;9827025;2389739;9827025;9827025;9827025;9827025;9827025;9827025;9827025;9827025;9827025;9827025;9827025;9827025;2389739;9827025;9827025
1-2-0-0-0;8820065;8814883;8814883;8820065;8820065;2544661;8814883;8814883;8820065;8814883;8814883;8820065;8820065;8820065;8820065;8814883;8820065;8814883;2551993;8820065;8814883
1-0-2-0-0;8134516;8140645;8140645;8134516;8134516;2360090;8140645;8140645;8134516;8140645;8140645;8134516;8134516;8134516;8134516;8140645;8134516;8140645;2367164;8134516;8140645
1-0-0-2-0;8321844;8220375;8220375;8321844;8321844;2358213;8220375;8220375;8321844;8220375;8220375;8321844;8321844;8321844;8321844;8220375;8321844;8220375;2390891;8321844;8220375
1-0-0-0-2;8114580;8129920;8129920;8114580;8114580;2608403;8129920;8129920;8114580;8129920;8129920;8114580;8114580;8114580;8114580;8129920;8114580;8129920;2591289;8114580;8129920
0-1-2-0-0;7976142;8010182;8010182;7976142;7976142;2144884;8010182;8010182;7976142;8010182;8010182;7976142;7976142;7976142;7976142;8010182;7976142;8010182;2127774;7976142;8010182
