;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;8225896;8204196;8204196;8225896;8225896;2216119;8204196;8204196;8225896;8204196;8204196;8225896;8225896;8225896;8225896;8204196;8225896;8204196;2238035;8225896;8204196
0-1-0-0-2;8201030;8200561;8200561;8201030;8201030;2439902;8200561;8200561;8201030;8200561;8200561;8201030;8201030;8201030;8201030;8200561;8201030;8200561;2446702;8201030;8200561
0-0-1-2-0;7946167;7957467;7957467;7946167;7946167;2020318;7957467;7957467;7946167;7957467;7957467;7946167;7946167;7946167;7946167;7957467;7946167;7957467;2066525;7946167;7957467
0-0-1-0-2;7760135;7732521;7732521;7760135;7760135;2149414;7732521;7732521;7760135;7732521;7732521;7760135;7760135;7760135;7760135;7732521;7760135;7732521;2198121;7760135;7732521
0-0-0-1-2;7801213;7807003;7807003;7801213;7801213;2231177;7807003;7807003;7801213;7807003;7807003;7801213;7801213;7801213;7801213;7807003;7801213;7807003;2241247;7801213;7807003
1-2-3-0-0;10237524;7503155;7503155;10237524;7476108;2332094;10221891;10221891;10237524;10221891;10221891;10237524;10237524;7476108;7476108;7503155;10237524;10221891;2350225;7476108;7503155
1-2-0-3-0;10227454;7481673;7481673;10227454;7510675;2315409;10208446;10208446;10227454;10208446;10208446;10227454;10227454;7510675;7510675;7481673;10227454;10208446;2332141;7510675;7481673
1-2-0-0-3;10202541;7506762;7506762;10202541;7503954;2524986;10183163;10183163;10202541;10183163;10183163;10202541;10202541;7503954;7503954;7506762;10202541;10183163;2521439;7503954;7506762
1-0-2-3-0;10088910;7270230;7270230;10088910;7305576;2254117;10019848;10019848;10088910;10019848;10019848;10088910;10088910;7305576;7305576;7270230;10088910;10019848;2283578;7305576;7270230
1-0-2-0-3;9711878;7209133;7209133;9711878;7234468;2424895;9667770;9667770;9711878;9667770;9667770;9711878;9711878;7234468;7234468;7209133;9711878;9667770;2466435;7234468;7209133
1-0-0-2-3;9910511;7184489;7184489;9910511;7189515;2485549;9899641;9899641;9910511;9899641;9899641;9910511;9910511;7189515;7189515;7184489;9910511;9899641;2483725;7189515;7184489
0-1-2-3-0;9697847;7198741;7198741;9697847;7162377;2109174;9703814;9703814;9697847;9703814;9703814;9697847;9697847;7162377;7162377;7198741;9697847;9703814;2093823;7162377;7198741
0-1-2-0-3;9630035;7229138;7229138;9630035;7205588;2290629;9644797;9644797;9630035;9644797;9644797;9630035;9630035;7205588;7205588;7229138;9630035;9644797;2290299;7205588;7229138
0-1-0-2-3;9900676;7240289;7240289;9900676;7246473;2276004;9888839;9888839;9900676;9888839;9888839;9900676;9900676;7246473;7246473;7240289;9900676;9888839;2311622;7246473;7240289
0-0-1-2-3;9418296;6939852;6939852;9418296;6923954;2133791;9387477;9387477;9418296;9387477;9387477;9418296;9418296;6923954;6923954;6939852;9418296;9387477;2192427;6923954;6939852
1-2-3-4-0;9068846;6892339;6892339;9068846;6895429;2259454;8999612;8999612;9068846;8999612;8999612;9068846;9068846;6895429;6895429;6892339;9068846;8999612;2272376;6895429;6892339
1-2-3-0-4;8854142;6933637;6933637;8854142;6930181;2426504;8820911;8820911;8854142;8820911;8820911;8854142;8854142;6930181;6930181;6933637;8854142;8820911;2455746;6930181;6933637
1-2-0-3-4;9046324;6885660;6885660;9046324;6884366;2450300;9026646;9026646;9046324;9026646;9026646;9046324;9046324;6884366;6884366;6885660;9046324;9026646;2463856;6884366;6885660
1-0-2-3-4;8738884;6684741;6684741;8738884;6697742;2345198;8729078;8729078;8738884;8729078;8729078;8738884;8738884;6697742;6697742;6684741;8738884;8729078;2367268;6697742;6684741
0-1-2-3-4;8670697;6674689;6674689;8670697;6662532;2228405;8638951;8638951;8670697;8638951;8638951;8670697;8670697;6662532;6662532;6674689;8670697;8638951;2246316;6662532;6674689
1-2-3-4-5;9767654;7002897;7920204;9767654;7033871;2324155;9668277;8110233;9767654;9668277;9668277;9767654;8193381;7972412;7972412;7920204;8193381;8110233;2324211;7033871;7002897
