;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.11517;0.11517;0.11517;0.11517;0.11517;0.30782;0.11517;0.11517;0.11517;0.11517;0.11517;0.11517;0.11517;0.11517;0.11517;0.11517;0.11517;0.11517;0.30782;0.11517;0.11517
0-1-0-0-0;0.10814;0.10814;0.10814;0.10814;0.10814;0.29133;0.10814;0.10814;0.10814;0.10814;0.10814;0.10814;0.10814;0.10814;0.10814;0.10814;0.10814;0.10814;0.29133;0.10814;0.10814
0-0-1-0-0;0.11791;0.11791;0.11791;0.11791;0.11791;0.30486;0.11791;0.11791;0.11791;0.11791;0.11791;0.11791;0.11791;0.11791;0.11791;0.11791;0.11791;0.11791;0.30486;0.11791;0.11791
0-0-0-1-0;0.11551;0.11551;0.11551;0.11551;0.11551;0.28957;0.11551;0.11551;0.11551;0.11551;0.11551;0.11551;0.11551;0.11551;0.11551;0.11551;0.11551;0.11551;0.28957;0.11551;0.11551
0-0-0-0-1;0.11671;0.11671;0.11671;0.11671;0.11671;0.28926;0.11671;0.11671;0.11671;0.11671;0.11671;0.11671;0.11671;0.11671;0.11671;0.11671;0.11671;0.11671;0.28926;0.11671;0.11671
1-2-0-0-0;0.12892;0.12856;0.12856;0.12892;0.12892;0.30211;0.12856;0.12856;0.12892;0.12856;0.12856;0.12892;0.12892;0.12892;0.12892;0.12856;0.12892;0.12856;0.30268;0.12892;0.12856
1-0-2-0-0;0.13289;0.13289;0.13289;0.13289;0.13289;0.30986;0.13289;0.13289;0.13289;0.13289;0.13289;0.13289;0.13289;0.13289;0.13289;0.13289;0.13289;0.13289;0.30986;0.13289;0.13289
1-0-0-2-0;0.13347;0.13325;0.13325;0.13347;0.13347;0.30061;0.13325;0.13325;0.13347;0.13325;0.13325;0.13347;0.13347;0.13347;0.13347;0.13325;0.13347;0.13325;0.30037;0.13347;0.13325
1-0-0-0-2;0.13408;0.13475;0.13475;0.13408;0.13408;0.29736;0.13475;0.13475;0.13408;0.13475;0.13475;0.13408;0.13408;0.13408;0.13408;0.13475;0.13408;0.13475;0.29736;0.13408;0.13475
0-1-2-0-0;0.12694;0.12723;0.12723;0.12694;0.12694;0.29825;0.12723;0.12723;0.12694;0.12723;0.12723;0.12694;0.12694;0.12694;0.12694;0.12723;0.12694;0.12723;0.29825;0.12694;0.12723
