;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;0.12643;0.12623;0.12623;0.12643;0.12643;0.29094;0.12623;0.12623;0.12643;0.12623;0.12623;0.12643;0.12643;0.12643;0.12643;0.12623;0.12643;0.12623;0.29100;0.12643;0.12623
0-1-0-0-2;0.12704;0.12765;0.12765;0.12704;0.12704;0.28971;0.12765;0.12765;0.12704;0.12765;0.12765;0.12704;0.12704;0.12704;0.12704;0.12765;0.12704;0.12765;0.28989;0.12704;0.12765
0-0-1-2-0;0.13315;0.13188;0.13188;0.13315;0.13315;0.29648;0.13188;0.13188;0.13315;0.13188;0.13188;0.13315;0.13315;0.13315;0.13315;0.13188;0.13315;0.13188;0.29620;0.13315;0.13188
0-0-1-0-2;0.13041;0.13178;0.13178;0.13041;0.13041;0.30024;0.13178;0.13178;0.13041;0.13178;0.13178;0.13041;0.13041;0.13041;0.13041;0.13178;0.13041;0.13178;0.30008;0.13041;0.13178
0-0-0-1-2;0.13418;0.13504;0.13504;0.13418;0.13418;0.29318;0.13504;0.13504;0.13418;0.13504;0.13504;0.13418;0.13418;0.13418;0.13418;0.13504;0.13418;0.13504;0.29302;0.13418;0.13504
1-2-3-0-0;0.12198;0.13430;0.13430;0.12198;0.13456;0.31097;0.12180;0.12180;0.12198;0.12180;0.12180;0.12198;0.12198;0.13456;0.13456;0.13430;0.12198;0.12180;0.31153;0.13456;0.13430
1-2-0-3-0;0.12009;0.13948;0.13948;0.12009;0.14000;0.30020;0.11981;0.11981;0.12009;0.11981;0.11981;0.12009;0.12009;0.14000;0.14000;0.13948;0.12009;0.11981;0.29982;0.14000;0.13948
1-2-0-0-3;0.12021;0.13523;0.13523;0.12021;0.13417;0.29381;0.12128;0.12128;0.12021;0.12128;0.12128;0.12021;0.12021;0.13417;0.13417;0.13523;0.12021;0.12128;0.29381;0.13417;0.13523
1-0-2-3-0;0.12381;0.13893;0.13893;0.12381;0.13918;0.30700;0.12360;0.12360;0.12381;0.12360;0.12360;0.12381;0.12381;0.13918;0.13918;0.13893;0.12381;0.12360;0.30740;0.13918;0.13893
1-0-2-0-3;0.12247;0.14156;0.14156;0.12247;0.13905;0.30603;0.12415;0.12415;0.12247;0.12415;0.12415;0.12247;0.12247;0.13905;0.13905;0.14156;0.12247;0.12415;0.30626;0.13905;0.14156
1-0-0-2-3;0.12391;0.14570;0.14570;0.12391;0.14427;0.29621;0.12539;0.12539;0.12391;0.12539;0.12539;0.12391;0.12391;0.14427;0.14427;0.14570;0.12391;0.12539;0.29719;0.14427;0.14570
0-1-2-3-0;0.11965;0.13696;0.13696;0.11965;0.13629;0.29686;0.12077;0.12077;0.11965;0.12077;0.12077;0.11965;0.11965;0.13629;0.13629;0.13696;0.11965;0.12077;0.29589;0.13629;0.13696
0-1-2-0-3;0.12209;0.13644;0.13644;0.12209;0.13560;0.29385;0.12265;0.12265;0.12209;0.12265;0.12265;0.12209;0.12209;0.13560;0.13560;0.13644;0.12209;0.12265;0.29440;0.13560;0.13644
0-1-0-2-3;0.12352;0.14026;0.14026;0.12352;0.13876;0.29084;0.12494;0.12494;0.12352;0.12494;0.12494;0.12352;0.12352;0.13876;0.13876;0.14026;0.12352;0.12494;0.29095;0.13876;0.14026
0-0-1-2-3;0.12155;0.14220;0.14220;0.12155;0.14171;0.30143;0.12203;0.12203;0.12155;0.12203;0.12203;0.12155;0.12155;0.14171;0.14171;0.14220;0.12155;0.12203;0.30046;0.14171;0.14220
1-2-3-4-0;0.12549;0.13899;0.13899;0.12549;0.13973;0.30369;0.12507;0.12507;0.12549;0.12507;0.12507;0.12549;0.12549;0.13973;0.13973;0.13899;0.12549;0.12507;0.30219;0.13973;0.13899
1-2-3-0-4;0.12684;0.14314;0.14314;0.12684;0.14081;0.30036;0.12818;0.12818;0.12684;0.12818;0.12818;0.12684;0.12684;0.14081;0.14081;0.14314;0.12684;0.12818;0.30020;0.14081;0.14314
1-2-0-3-4;0.12711;0.14499;0.14499;0.12711;0.14348;0.29656;0.12872;0.12872;0.12711;0.12872;0.12872;0.12711;0.12711;0.14348;0.14348;0.14499;0.12711;0.12872;0.29749;0.14348;0.14499
1-0-2-3-4;0.12644;0.14659;0.14659;0.12644;0.14642;0.29921;0.12690;0.12690;0.12644;0.12690;0.12690;0.12644;0.12644;0.14642;0.14642;0.14659;0.12644;0.12690;0.30117;0.14642;0.14659
0-1-2-3-4;0.13077;0.14493;0.14493;0.13077;0.14501;0.29817;0.13072;0.13072;0.13077;0.13072;0.13072;0.13077;0.13077;0.14501;0.14501;0.14493;0.13077;0.13072;0.29778;0.14501;0.14493
1-2-3-4-5;0.12047;0.14439;0.13654;0.12047;0.14507;0.29888;0.11963;0.13164;0.12047;0.11963;0.11963;0.12047;0.13168;0.13667;0.13667;0.13654;0.13168;0.13164;0.29944;0.14507;0.14439
