;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.04033;0.04033;0.04033;0.04033;0.04033;0.42288;0.04033;0.04033;0.04033;0.04033;0.04033;0.04033;0.04033;0.04033;0.04033;0.04033;0.04033;0.04033;0.42288;0.04033;0.04033
0-1-0-0-0;0.03989;0.03989;0.03989;0.03989;0.03989;0.42971;0.03989;0.03989;0.03989;0.03989;0.03989;0.03989;0.03989;0.03989;0.03989;0.03989;0.03989;0.03989;0.42971;0.03989;0.03989
0-0-1-0-0;0.03479;0.03479;0.03479;0.03479;0.03479;0.43445;0.03479;0.03479;0.03479;0.03479;0.03479;0.03479;0.03479;0.03479;0.03479;0.03479;0.03479;0.03479;0.43445;0.03479;0.03479
0-0-0-1-0;0.03921;0.03921;0.03921;0.03921;0.03921;0.42942;0.03921;0.03921;0.03921;0.03921;0.03921;0.03921;0.03921;0.03921;0.03921;0.03921;0.03921;0.03921;0.42942;0.03921;0.03921
0-0-0-0-1;0.03616;0.03616;0.03616;0.03616;0.03616;0.42936;0.03616;0.03616;0.03616;0.03616;0.03616;0.03616;0.03616;0.03616;0.03616;0.03616;0.03616;0.03616;0.42936;0.03616;0.03616
1-2-0-0-0;0.04828;0.04831;0.04831;0.04828;0.04828;0.42860;0.04831;0.04831;0.04828;0.04831;0.04831;0.04828;0.04828;0.04828;0.04828;0.04831;0.04828;0.04831;0.42843;0.04828;0.04831
1-0-2-0-0;0.04725;0.04718;0.04718;0.04725;0.04725;0.43162;0.04718;0.04718;0.04725;0.04718;0.04718;0.04725;0.04725;0.04725;0.04725;0.04718;0.04725;0.04718;0.43144;0.04725;0.04718
1-0-0-2-0;0.04881;0.04925;0.04925;0.04881;0.04881;0.42927;0.04925;0.04925;0.04881;0.04925;0.04925;0.04881;0.04881;0.04881;0.04881;0.04925;0.04881;0.04925;0.42904;0.04881;0.04925
1-0-0-0-2;0.04782;0.04775;0.04775;0.04782;0.04782;0.42834;0.04775;0.04775;0.04782;0.04775;0.04775;0.04782;0.04782;0.04782;0.04782;0.04775;0.04782;0.04775;0.42836;0.04782;0.04775
0-1-2-0-0;0.04644;0.04652;0.04652;0.04644;0.04644;0.43443;0.04652;0.04652;0.04644;0.04652;0.04652;0.04644;0.04644;0.04644;0.04644;0.04652;0.04644;0.04652;0.43412;0.04644;0.04652
