;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.11510;0.11510;0.11510;0.11510;0.11510;0.19084;0.11510;0.11510;0.11510;0.11510;0.11510;0.11510;0.11510;0.11510;0.11510;0.11510;0.11510;0.11510;0.19084;0.11510;0.11510
0-1-0-0-0;0.10764;0.10764;0.10764;0.10764;0.10764;0.15602;0.10764;0.10764;0.10764;0.10764;0.10764;0.10764;0.10764;0.10764;0.10764;0.10764;0.10764;0.10764;0.15602;0.10764;0.10764
0-0-1-0-0;0.03919;0.03919;0.03919;0.03919;0.03919;0.06956;0.03919;0.03919;0.03919;0.03919;0.03919;0.03919;0.03919;0.03919;0.03919;0.03919;0.03919;0.03919;0.06956;0.03919;0.03919
0-0-0-1-0;0.11259;0.11259;0.11259;0.11259;0.11259;0.16959;0.11259;0.11259;0.11259;0.11259;0.11259;0.11259;0.11259;0.11259;0.11259;0.11259;0.11259;0.11259;0.16959;0.11259;0.11259
0-0-0-0-1;0.05126;0.05126;0.05126;0.05126;0.05126;0.08286;0.05126;0.05126;0.05126;0.05126;0.05126;0.05126;0.05126;0.05126;0.05126;0.05126;0.05126;0.05126;0.08286;0.05126;0.05126
1-2-0-0-0;0.10113;0.09978;0.09978;0.10113;0.10113;0.15160;0.09978;0.09978;0.10113;0.09978;0.09978;0.10113;0.10113;0.10113;0.10113;0.09978;0.10113;0.09978;0.15269;0.10113;0.09978
1-0-2-0-0;0.03967;0.03960;0.03960;0.03967;0.03967;0.06961;0.03960;0.03960;0.03967;0.03960;0.03960;0.03967;0.03967;0.03967;0.03967;0.03960;0.03967;0.03960;0.06991;0.03967;0.03960
1-0-0-2-0;0.09921;0.09888;0.09888;0.09921;0.09921;0.15129;0.09888;0.09888;0.09921;0.09888;0.09888;0.09921;0.09921;0.09921;0.09921;0.09888;0.09921;0.09888;0.15106;0.09921;0.09888
1-0-0-0-2;0.05254;0.05236;0.05236;0.05254;0.05254;0.08444;0.05236;0.05236;0.05254;0.05236;0.05236;0.05254;0.05254;0.05254;0.05254;0.05236;0.05254;0.05236;0.08447;0.05254;0.05236
0-1-2-0-0;0.03892;0.03887;0.03887;0.03892;0.03892;0.06750;0.03887;0.03887;0.03892;0.03887;0.03887;0.03892;0.03892;0.03892;0.03892;0.03887;0.03892;0.03887;0.06756;0.03892;0.03887
