;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.52007;0.52007;0.52007;0.52007;0.52007;0.59047;0.52007;0.52007;0.52007;0.52007;0.52007;0.52007;0.52007;0.52007;0.52007;0.52007;0.52007;0.52007;0.59047;0.52007;0.52007
0-1-0-0-0;0.50743;0.50743;0.50743;0.50743;0.50743;0.58085;0.50743;0.50743;0.50743;0.50743;0.50743;0.50743;0.50743;0.50743;0.50743;0.50743;0.50743;0.50743;0.58085;0.50743;0.50743
0-0-1-0-0;0.51341;0.51341;0.51341;0.51341;0.51341;0.58411;0.51341;0.51341;0.51341;0.51341;0.51341;0.51341;0.51341;0.51341;0.51341;0.51341;0.51341;0.51341;0.58411;0.51341;0.51341
0-0-0-1-0;0.51295;0.51295;0.51295;0.51295;0.51295;0.58028;0.51295;0.51295;0.51295;0.51295;0.51295;0.51295;0.51295;0.51295;0.51295;0.51295;0.51295;0.51295;0.58028;0.51295;0.51295
0-0-0-0-1;0.51893;0.51893;0.51893;0.51893;0.51893;0.58388;0.51893;0.51893;0.51893;0.51893;0.51893;0.51893;0.51893;0.51893;0.51893;0.51893;0.51893;0.51893;0.58388;0.51893;0.51893
1-2-0-0-0;0.52681;0.52681;0.52681;0.52681;0.52681;0.58448;0.52681;0.52681;0.52681;0.52681;0.52681;0.52681;0.52681;0.52681;0.52681;0.52681;0.52681;0.52681;0.58448;0.52681;0.52681
1-0-2-0-0;0.53286;0.53269;0.53269;0.53286;0.53286;0.58820;0.53269;0.53269;0.53286;0.53269;0.53269;0.53286;0.53286;0.53286;0.53286;0.53269;0.53286;0.53269;0.58820;0.53286;0.53269
1-0-0-2-0;0.53280;0.53085;0.53085;0.53280;0.53280;0.58363;0.53085;0.53085;0.53280;0.53085;0.53085;0.53280;0.53280;0.53280;0.53280;0.53085;0.53280;0.53085;0.58414;0.53280;0.53085
1-0-0-0-2;0.53554;0.53459;0.53459;0.53554;0.53554;0.58629;0.53459;0.53459;0.53554;0.53459;0.53459;0.53554;0.53554;0.53554;0.53554;0.53459;0.53554;0.53459;0.58641;0.53554;0.53459
0-1-2-0-0;0.52414;0.52381;0.52381;0.52414;0.52414;0.58307;0.52381;0.52381;0.52414;0.52381;0.52381;0.52414;0.52414;0.52414;0.52414;0.52381;0.52414;0.52381;0.58306;0.52414;0.52381
0-1-0-2-0;0.52049;0.52020;0.52020;0.52049;0.52049;0.58192;0.52020;0.52020;0.52049;0.52020;0.52020;0.52049;0.52049;0.52049;0.52049;0.52020;0.52049;0.52020;0.58172;0.52049;0.52020
0-1-0-0-2;0.52575;0.52580;0.52580;0.52575;0.52575;0.58071;0.52580;0.52580;0.52575;0.52580;0.52580;0.52575;0.52575;0.52575;0.52575;0.52580;0.52575;0.52580;0.58028;0.52575;0.52580
0-0-1-2-0;0.52508;0.52495;0.52495;0.52508;0.52508;0.58314;0.52495;0.52495;0.52508;0.52495;0.52495;0.52508;0.52508;0.52508;0.52508;0.52495;0.52508;0.52495;0.58304;0.52508;0.52495
0-0-1-0-2;0.53095;0.53156;0.53156;0.53095;0.53095;0.58375;0.53156;0.53156;0.53095;0.53156;0.53156;0.53095;0.53095;0.53095;0.53095;0.53156;0.53095;0.53156;0.58371;0.53095;0.53156
0-0-0-1-2;0.52909;0.52895;0.52895;0.52909;0.52909;0.58261;0.52895;0.52895;0.52909;0.52895;0.52895;0.52909;0.52909;0.52909;0.52909;0.52895;0.52909;0.52895;0.58187;0.52909;0.52895
1-2-3-0-0;0.51782;0.53371;0.53371;0.51782;0.53401;0.58585;0.51772;0.51772;0.51782;0.51772;0.51772;0.51782;0.51782;0.53401;0.53401;0.53371;0.51782;0.51772;0.58609;0.53401;0.53371
1-2-0-3-0;0.51268;0.52960;0.52960;0.51268;0.53125;0.58227;0.51155;0.51155;0.51268;0.51155;0.51155;0.51268;0.51268;0.53125;0.53125;0.52960;0.51268;0.51155;0.58391;0.53125;0.52960
1-2-0-0-3;0.52026;0.53872;0.53872;0.52026;0.53870;0.58552;0.52024;0.52024;0.52026;0.52024;0.52024;0.52026;0.52026;0.53870;0.53870;0.53872;0.52026;0.52024;0.58545;0.53870;0.53872
1-0-2-3-0;0.51751;0.53531;0.53531;0.51751;0.53609;0.58599;0.51841;0.51841;0.51751;0.51841;0.51841;0.51751;0.51751;0.53609;0.53609;0.53531;0.51751;0.51841;0.58608;0.53609;0.53531
1-0-2-0-3;0.52078;0.53941;0.53941;0.52078;0.53878;0.58552;0.52182;0.52182;0.52078;0.52182;0.52182;0.52078;0.52078;0.53878;0.53878;0.53941;0.52078;0.52182;0.58575;0.53878;0.53941
1-0-0-2-3;0.52009;0.53639;0.53639;0.52009;0.53922;0.58407;0.51943;0.51943;0.52009;0.51943;0.51943;0.52009;0.52009;0.53922;0.53922;0.53639;0.52009;0.51943;0.58479;0.53922;0.53639
0-1-2-3-0;0.51352;0.53014;0.53014;0.51352;0.53120;0.58252;0.51470;0.51470;0.51352;0.51470;0.51470;0.51352;0.51352;0.53120;0.53120;0.53014;0.51352;0.51470;0.58214;0.53120;0.53014
0-1-2-0-3;0.51886;0.53387;0.53387;0.51886;0.53539;0.58248;0.51792;0.51792;0.51886;0.51792;0.51792;0.51886;0.51886;0.53539;0.53539;0.53387;0.51886;0.51792;0.58224;0.53539;0.53387
0-1-0-2-3;0.51782;0.53245;0.53245;0.51782;0.53381;0.58212;0.51764;0.51764;0.51782;0.51764;0.51764;0.51782;0.51782;0.53381;0.53381;0.53245;0.51782;0.51764;0.58203;0.53381;0.53245
0-0-1-2-3;0.51839;0.53597;0.53597;0.51839;0.53515;0.58330;0.51874;0.51874;0.51839;0.51874;0.51874;0.51839;0.51839;0.53515;0.53515;0.53597;0.51839;0.51874;0.58333;0.53515;0.53597
1-2-3-4-0;0.52336;0.53693;0.53693;0.52336;0.53801;0.58426;0.52268;0.52268;0.52336;0.52268;0.52268;0.52336;0.52336;0.53801;0.53801;0.53693;0.52336;0.52268;0.58514;0.53801;0.53693
1-2-3-0-4;0.52625;0.54233;0.54233;0.52625;0.54279;0.58633;0.52555;0.52555;0.52625;0.52555;0.52555;0.52625;0.52625;0.54279;0.54279;0.54233;0.52625;0.52555;0.58621;0.54279;0.54233
1-2-0-3-4;0.52251;0.53819;0.53819;0.52251;0.54020;0.58215;0.52303;0.52303;0.52251;0.52303;0.52303;0.52251;0.52251;0.54020;0.54020;0.53819;0.52251;0.52303;0.58335;0.54020;0.53819
1-0-2-3-4;0.52412;0.54264;0.54264;0.52412;0.54247;0.58462;0.52395;0.52395;0.52412;0.52395;0.52395;0.52412;0.52412;0.54247;0.54247;0.54264;0.52412;0.52395;0.58568;0.54247;0.54264
