;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.06618;0.06618;0.06618;0.06618;0.06618;0.00000;0.06618;0.06618;0.06618;0.06618;0.06618;0.06618;0.06618;0.06618;0.06618;0.06618;0.06618;0.06618;0.00000;0.06618;0.06618
0-1-0-0-0;0.07213;0.07213;0.07213;0.07213;0.07213;0.00000;0.07213;0.07213;0.07213;0.07213;0.07213;0.07213;0.07213;0.07213;0.07213;0.07213;0.07213;0.07213;0.00000;0.07213;0.07213
0-0-1-0-0;0.05664;0.05664;0.05664;0.05664;0.05664;0.03419;0.05664;0.05664;0.05664;0.05664;0.05664;0.05664;0.05664;0.05664;0.05664;0.05664;0.05664;0.05664;0.03419;0.05664;0.05664
0-0-0-1-0;0.07237;0.07237;0.07237;0.07237;0.07237;0.00000;0.07237;0.07237;0.07237;0.07237;0.07237;0.07237;0.07237;0.07237;0.07237;0.07237;0.07237;0.07237;0.00000;0.07237;0.07237
0-0-0-0-1;0.05361;0.05361;0.05361;0.05361;0.05361;0.00000;0.05361;0.05361;0.05361;0.05361;0.05361;0.05361;0.05361;0.05361;0.05361;0.05361;0.05361;0.05361;0.00000;0.05361;0.05361
1-2-0-0-0;0.04389;0.04389;0.04389;0.04389;0.04389;0.00000;0.04389;0.04389;0.04389;0.04389;0.04389;0.04389;0.04389;0.04389;0.04389;0.04389;0.04389;0.04389;0.00000;0.04389;0.04389
1-0-2-0-0;0.05071;0.05071;0.05071;0.05071;0.05071;0.01124;0.05071;0.05071;0.05071;0.05071;0.05071;0.05071;0.05071;0.05071;0.05071;0.05071;0.05071;0.05071;0.01124;0.05071;0.05071
1-0-0-2-0;0.05417;0.05417;0.05417;0.05417;0.05417;0.01562;0.05417;0.05417;0.05417;0.05417;0.05417;0.05417;0.05417;0.05417;0.05417;0.05417;0.05417;0.05417;0.01562;0.05417;0.05417
1-0-0-0-2;0.06024;0.06024;0.06024;0.06024;0.06024;0.00000;0.06024;0.06024;0.06024;0.06024;0.06024;0.06024;0.06024;0.06024;0.06024;0.06024;0.06024;0.06024;0.00000;0.06024;0.06024
0-1-2-0-0;0.05701;0.05701;0.05701;0.05701;0.05701;0.03540;0.05701;0.05701;0.05701;0.05701;0.05701;0.05701;0.05701;0.05701;0.05701;0.05701;0.05701;0.05701;0.03540;0.05701;0.05701
