;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.06321;0.06321;0.06321;0.06321;0.06321;0.11288;0.06321;0.06321;0.06321;0.06321;0.06321;0.06321;0.06321;0.06321;0.06321;0.06321;0.06321;0.06321;0.11288;0.06321;0.06321
0-1-0-0-0;0.04959;0.04959;0.04959;0.04959;0.04959;0.08459;0.04959;0.04959;0.04959;0.04959;0.04959;0.04959;0.04959;0.04959;0.04959;0.04959;0.04959;0.04959;0.08459;0.04959;0.04959
0-0-1-0-0;0.01978;0.01978;0.01978;0.01978;0.01978;0.03719;0.01978;0.01978;0.01978;0.01978;0.01978;0.01978;0.01978;0.01978;0.01978;0.01978;0.01978;0.01978;0.03719;0.01978;0.01978
0-0-0-1-0;0.05457;0.05457;0.05457;0.05457;0.05457;0.08742;0.05457;0.05457;0.05457;0.05457;0.05457;0.05457;0.05457;0.05457;0.05457;0.05457;0.05457;0.05457;0.08742;0.05457;0.05457
0-0-0-0-1;0.02729;0.02729;0.02729;0.02729;0.02729;0.04758;0.02729;0.02729;0.02729;0.02729;0.02729;0.02729;0.02729;0.02729;0.02729;0.02729;0.02729;0.02729;0.04758;0.02729;0.02729
1-2-0-0-0;0.04147;0.04083;0.04083;0.04147;0.04147;0.06762;0.04083;0.04083;0.04147;0.04083;0.04083;0.04147;0.04147;0.04147;0.04147;0.04083;0.04147;0.04083;0.06820;0.04147;0.04083
1-0-2-0-0;0.01673;0.01620;0.01620;0.01673;0.01673;0.02881;0.01620;0.01620;0.01673;0.01620;0.01620;0.01673;0.01673;0.01673;0.01673;0.01620;0.01673;0.01620;0.02902;0.01673;0.01620
1-0-0-2-0;0.03676;0.03452;0.03452;0.03676;0.03676;0.05925;0.03452;0.03452;0.03676;0.03452;0.03452;0.03676;0.03676;0.03676;0.03676;0.03452;0.03676;0.03452;0.06279;0.03676;0.03452
1-0-0-0-2;0.02090;0.02071;0.02071;0.02090;0.02090;0.03469;0.02071;0.02071;0.02090;0.02071;0.02071;0.02090;0.02090;0.02090;0.02090;0.02071;0.02090;0.02071;0.03484;0.02090;0.02071
0-1-2-0-0;0.01645;0.01595;0.01595;0.01645;0.01645;0.02711;0.01595;0.01595;0.01645;0.01595;0.01595;0.01645;0.01645;0.01645;0.01645;0.01595;0.01645;0.01595;0.02793;0.01645;0.01595
0-1-0-2-0;0.03154;0.03100;0.03100;0.03154;0.03154;0.05128;0.03100;0.03100;0.03154;0.03100;0.03100;0.03154;0.03154;0.03154;0.03154;0.03100;0.03154;0.03100;0.05167;0.03154;0.03100
0-1-0-0-2;0.02040;0.01973;0.01973;0.02040;0.02040;0.03446;0.01973;0.01973;0.02040;0.01973;0.01973;0.02040;0.02040;0.02040;0.02040;0.01973;0.02040;0.01973;0.03539;0.02040;0.01973
