;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;9611;9611;9611;9611;9611;9639;9611;9611;9611;9611;9611;9611;9611;9611;9611;9611;9611;9611;9639;9611;9611
0-1-0-0-0;9585;9585;9585;9585;9585;9599;9585;9585;9585;9585;9585;9585;9585;9585;9585;9585;9585;9585;9599;9585;9585
0-0-1-0-0;10020;10020;10020;10020;10020;10043;10020;10020;10020;10020;10020;10020;10020;10020;10020;10020;10020;10020;10043;10020;10020
0-0-0-1-0;9545;9545;9545;9545;9545;9568;9545;9545;9545;9545;9545;9545;9545;9545;9545;9545;9545;9545;9568;9545;9545
0-0-0-0-1;9969;9969;9969;9969;9969;9988;9969;9969;9969;9969;9969;9969;9969;9969;9969;9969;9969;9969;9988;9969;9969
1-2-0-0-0;9757;9761;9761;9757;9757;9771;9761;9761;9757;9761;9761;9757;9757;9757;9757;9761;9757;9761;9765;9757;9761
1-0-2-0-0;10061;10060;10060;10061;10061;10077;10060;10060;10061;10060;10060;10061;10061;10061;10061;10060;10061;10060;10077;10061;10060
1-0-0-2-0;9792;9795;9795;9792;9792;9814;9795;9795;9792;9795;9795;9792;9792;9792;9792;9795;9792;9795;9810;9792;9795
1-0-0-0-2;10015;10017;10017;10015;10015;10040;10017;10017;10015;10017;10017;10015;10015;10015;10015;10017;10015;10017;10038;10015;10017
0-1-2-0-0;10056;10057;10057;10056;10056;10074;10057;10057;10056;10057;10057;10056;10056;10056;10056;10057;10056;10057;10073;10056;10057
