;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;9766;9768;9768;9766;9766;9781;9768;9768;9766;9768;9768;9766;9766;9766;9766;9768;9766;9768;9779;9766;9768
0-1-0-0-2;10016;10016;10016;10016;10016;10037;10016;10016;10016;10016;10016;10016;10016;10016;10016;10016;10016;10016;10037;10016;10016
0-0-1-2-0;10059;10058;10058;10059;10059;10074;10058;10058;10059;10058;10058;10059;10059;10059;10059;10058;10059;10058;10077;10059;10058
0-0-1-0-2;10091;10091;10091;10091;10091;10103;10091;10091;10091;10091;10091;10091;10091;10091;10091;10091;10091;10091;10103;10091;10091
0-0-0-1-2;10020;10021;10021;10020;10020;10038;10021;10021;10020;10021;10021;10020;10020;10020;10020;10021;10020;10021;10038;10020;10021
1-2-3-0-0;10065;10068;10068;10065;10069;10088;10064;10064;10065;10064;10064;10065;10065;10069;10069;10068;10065;10064;10088;10069;10068
1-2-0-3-0;9828;9839;9839;9828;9836;9856;9833;9833;9828;9833;9833;9828;9828;9836;9836;9839;9828;9833;9853;9836;9839
1-2-0-0-3;10034;10035;10035;10034;10032;10060;10035;10035;10034;10035;10035;10034;10034;10032;10032;10035;10034;10035;10057;10032;10035
1-0-2-3-0;10075;10080;10080;10075;10078;10093;10078;10078;10075;10078;10078;10075;10075;10078;10078;10080;10075;10078;10092;10078;10080
1-0-2-0-3;10095;10101;10101;10095;10101;10118;10096;10096;10095;10096;10096;10095;10095;10101;10101;10101;10095;10096;10116;10101;10101
1-0-0-2-3;10040;10041;10041;10040;10039;10061;10043;10043;10040;10043;10043;10040;10040;10039;10039;10041;10040;10043;10057;10039;10041
0-1-2-3-0;10068;10075;10075;10068;10072;10092;10072;10072;10068;10072;10072;10068;10068;10072;10072;10075;10068;10072;10092;10072;10075
0-1-2-0-3;10096;10102;10102;10096;10101;10115;10099;10099;10096;10099;10099;10096;10096;10101;10101;10102;10096;10099;10113;10101;10102
0-1-0-2-3;10042;10045;10045;10042;10044;10062;10043;10043;10042;10043;10043;10042;10042;10044;10044;10045;10042;10043;10062;10044;10045
0-0-1-2-3;10102;10102;10102;10102;10104;10117;10100;10100;10102;10100;10100;10102;10102;10104;10104;10102;10102;10100;10117;10104;10102
1-2-3-4-0;10080;10083;10083;10080;10082;10099;10082;10082;10080;10082;10082;10080;10080;10082;10082;10083;10080;10082;10098;10082;10083
1-2-3-0-4;10096;10107;10107;10096;10107;10124;10100;10100;10096;10100;10100;10096;10096;10107;10107;10107;10096;10100;10122;10107;10107
1-2-0-3-4;10052;10051;10051;10052;10048;10073;10054;10054;10052;10054;10054;10052;10052;10048;10048;10051;10052;10054;10069;10048;10051
1-0-2-3-4;10105;10111;10111;10105;10110;10127;10108;10108;10105;10108;10108;10105;10105;10110;10110;10111;10105;10108;10124;10110;10111
0-1-2-3-4;10104;10110;10110;10104;10110;10126;10106;10106;10104;10106;10106;10104;10104;10110;10110;10110;10104;10106;10124;10110;10110
1-2-3-4-5;10000;10002;10001;10000;10011;10013;9989;9993;10000;9989;9989;10000;10003;10011;10011;10001;10003;9993;10023;10011;10002
