;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;1323;1323;1323;1323;1323;223;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;223;1323;1323
0-1-0-0-0;1543;1543;1543;1543;1543;335;1543;1543;1543;1543;1543;1543;1543;1543;1543;1543;1543;1543;335;1543;1543
0-0-1-0-0;1759;1759;1759;1759;1759;330;1759;1759;1759;1759;1759;1759;1759;1759;1759;1759;1759;1759;330;1759;1759
0-0-0-1-0;1570;1570;1570;1570;1570;298;1570;1570;1570;1570;1570;1570;1570;1570;1570;1570;1570;1570;298;1570;1570
0-0-0-0-1;1610;1610;1610;1610;1610;350;1610;1610;1610;1610;1610;1610;1610;1610;1610;1610;1610;1610;350;1610;1610
1-2-0-0-0;1227;1234;1234;1227;1227;272;1234;1234;1227;1234;1234;1227;1227;1227;1227;1234;1227;1234;271;1227;1234
1-0-2-0-0;1463;1463;1463;1463;1463;305;1463;1463;1463;1463;1463;1463;1463;1463;1463;1463;1463;1463;305;1463;1463
1-0-0-2-0;1204;1240;1240;1204;1204;306;1240;1240;1204;1240;1240;1204;1204;1204;1204;1240;1204;1240;296;1204;1240
1-0-0-0-2;1325;1327;1327;1325;1325;334;1327;1327;1325;1327;1327;1325;1325;1325;1325;1327;1325;1327;334;1325;1327
0-1-2-0-0;1599;1609;1609;1599;1599;393;1609;1609;1599;1609;1609;1599;1599;1599;1599;1609;1599;1609;393;1599;1609
0-1-0-2-0;1439;1441;1441;1439;1439;323;1441;1441;1439;1441;1441;1439;1439;1439;1439;1441;1439;1441;321;1439;1441
0-1-0-0-2;1508;1526;1526;1508;1508;386;1526;1526;1508;1526;1526;1508;1508;1508;1508;1526;1508;1526;386;1508;1526
0-0-1-2-0;1512;1525;1525;1512;1512;364;1525;1525;1512;1525;1525;1512;1512;1512;1512;1525;1512;1525;377;1512;1525
0-0-1-0-2;1488;1493;1493;1488;1488;327;1493;1493;1488;1493;1493;1488;1488;1488;1488;1493;1488;1493;330;1488;1493
0-0-0-1-2;1474;1502;1502;1474;1474;376;1502;1502;1474;1502;1502;1474;1474;1474;1474;1502;1474;1502;376;1474;1502
1-2-3-0-0;1728;1396;1396;1728;1395;306;1727;1727;1728;1727;1727;1728;1728;1395;1395;1396;1728;1727;305;1395;1396
1-2-0-3-0;1642;1178;1178;1642;1160;307;1658;1658;1642;1658;1658;1642;1642;1160;1160;1178;1642;1658;306;1160;1178
1-2-0-0-3;1628;1230;1230;1628;1226;336;1632;1632;1628;1632;1632;1628;1628;1226;1226;1230;1628;1632;336;1226;1230
1-0-2-3-0;1735;1339;1339;1735;1312;329;1730;1730;1735;1730;1730;1735;1735;1312;1312;1339;1735;1730;316;1312;1339
1-0-2-0-3;1653;1305;1305;1653;1293;298;1654;1654;1653;1654;1654;1653;1653;1293;1293;1305;1653;1654;297;1293;1305
1-0-0-2-3;1684;1286;1286;1684;1243;358;1713;1713;1684;1713;1713;1684;1684;1243;1243;1286;1684;1713;343;1243;1286
0-1-2-3-0;1877;1485;1485;1877;1442;392;1912;1912;1877;1912;1912;1877;1877;1442;1442;1485;1877;1912;405;1442;1485
0-1-2-0-3;1811;1463;1463;1811;1436;369;1821;1821;1811;1821;1821;1811;1811;1436;1436;1463;1811;1821;369;1436;1463
0-1-0-2-3;1816;1392;1392;1816;1360;367;1826;1826;1816;1826;1826;1816;1816;1360;1360;1392;1816;1826;366;1360;1392
0-0-1-2-3;1764;1359;1359;1764;1353;312;1774;1774;1764;1774;1774;1764;1764;1353;1353;1359;1764;1774;325;1353;1359
1-2-3-4-0;1644;1283;1283;1644;1264;348;1672;1672;1644;1672;1672;1644;1644;1264;1264;1283;1644;1672;360;1264;1283
1-2-3-0-4;1637;1254;1254;1637;1247;320;1644;1644;1637;1644;1644;1637;1637;1247;1247;1254;1637;1644;323;1247;1254
1-2-0-3-4;1632;1208;1208;1632;1177;353;1641;1641;1632;1641;1641;1632;1632;1177;1177;1208;1632;1641;344;1177;1208
1-0-2-3-4;1568;1218;1218;1568;1168;343;1581;1581;1568;1581;1581;1568;1568;1168;1168;1218;1568;1581;317;1168;1218
0-1-2-3-4;1746;1328;1328;1746;1322;329;1758;1758;1746;1758;1758;1746;1746;1322;1322;1328;1746;1758;343;1322;1328
1-2-3-4-5;1679;1116;1284;1679;1092;342;1678;1467;1679;1678;1678;1679;1440;1273;1273;1284;1440;1467;353;1092;1116
