;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;11052211;11052211;11052211;11052211;11052211;2918225;11052211;11052211;11052211;11052211;11052211;11052211;11052211;11052211;11052211;11052211;11052211;11052211;2918225;11052211;11052211
0-1-0-0-0;10337066;10337066;10337066;10337066;10337066;2297448;10337066;10337066;10337066;10337066;10337066;10337066;10337066;10337066;10337066;10337066;10337066;10337066;2297448;10337066;10337066
0-0-1-0-0;9575288;9575288;9575288;9575288;9575288;2034690;9575288;9575288;9575288;9575288;9575288;9575288;9575288;9575288;9575288;9575288;9575288;9575288;2034690;9575288;9575288
0-0-0-1-0;10053024;10053024;10053024;10053024;10053024;2213699;10053024;10053024;10053024;10053024;10053024;10053024;10053024;10053024;10053024;10053024;10053024;10053024;2213699;10053024;10053024
0-0-0-0-1;9828661;9828661;9828661;9828661;9828661;2390089;9828661;9828661;9828661;9828661;9828661;9828661;9828661;9828661;9828661;9828661;9828661;9828661;2390089;9828661;9828661
1-2-0-0-0;8821315;8816140;8816140;8821315;8821315;2544933;8816140;8816140;8821315;8816140;8816140;8821315;8821315;8821315;8821315;8816140;8821315;8816140;2552264;8821315;8816140
1-0-2-0-0;8136022;8142151;8142151;8136022;8136022;2360396;8142151;8142151;8136022;8142151;8142151;8136022;8136022;8136022;8136022;8142151;8136022;8142151;2367470;8136022;8142151
1-0-0-2-0;8323074;8221641;8221641;8323074;8323074;2358520;8221641;8221641;8323074;8221641;8221641;8323074;8323074;8323074;8323074;8221641;8323074;8221641;2391188;8323074;8221641
1-0-0-0-2;8115935;8131277;8131277;8115935;8115935;2608737;8131277;8131277;8115935;8131277;8131277;8115935;8115935;8115935;8115935;8131277;8115935;8131277;2591623;8115935;8131277
0-1-2-0-0;7977789;8011839;8011839;7977789;7977789;2145281;8011839;8011839;7977789;8011839;8011839;7977789;7977789;7977789;7977789;8011839;7977789;8011839;2128171;7977789;8011839
0-1-0-2-0;8227371;8205673;8205673;8227371;8227371;2216442;8205673;8205673;8227371;8205673;8205673;8227371;8227371;8227371;8227371;8205673;8227371;8205673;2238356;8227371;8205673
0-1-0-0-2;8202571;8202120;8202120;8202571;8202571;2440289;8202120;8202120;8202571;8202120;8202120;8202571;8202571;8202571;8202571;8202120;8202571;8202120;2447089;8202571;8202120
0-0-1-2-0;7947724;7959037;7959037;7947724;7947724;2020686;7959037;7959037;7947724;7959037;7959037;7947724;7947724;7947724;7947724;7959037;7947724;7959037;2066906;7947724;7959037
0-0-1-0-2;7761659;7734052;7734052;7761659;7761659;2149745;7734052;7734052;7761659;7734052;7734052;7761659;7761659;7761659;7761659;7734052;7761659;7734052;2198455;7761659;7734052
0-0-0-1-2;7802723;7808541;7808541;7802723;7802723;2231557;7808541;7808541;7802723;7808541;7808541;7802723;7802723;7802723;7802723;7808541;7802723;7808541;2241627;7802723;7808541
1-2-3-0-0;10239300;7504593;7504593;10239300;7477545;2332401;10223666;10223666;10239300;10223666;10223666;10239300;10239300;7477545;7477545;7504593;10239300;10223666;2350531;7477545;7504593
1-2-0-3-0;10229139;7482883;7482883;10229139;7511867;2315716;10210147;10210147;10229139;10210147;10210147;10229139;10229139;7511867;7511867;7482883;10229139;10210147;2332447;7511867;7482883
1-2-0-0-3;10204202;7508023;7508023;10204202;7505211;2525323;10184828;10184828;10204202;10184828;10184828;10204202;10204202;7505211;7505211;7508023;10204202;10184828;2521776;7505211;7508023
1-0-2-3-0;10090690;7271609;7271609;10090690;7306928;2254447;10021623;10021623;10090690;10021623;10021623;10090690;10090690;7306928;7306928;7271609;10090690;10021623;2283895;7306928;7271609
1-0-2-0-3;9713567;7210473;7210473;9713567;7235794;2425194;9669462;9669462;9713567;9669462;9669462;9713567;9713567;7235794;7235794;7210473;9713567;9669462;2466733;7235794;7210473
1-0-0-2-3;9912230;7185804;7185804;9912230;7190787;2485908;9901389;9901389;9912230;9901389;9901389;9912230;9912230;7190787;7190787;7185804;9912230;9901389;2484069;7190787;7185804
0-1-2-3-0;9699783;7200269;7200269;9699783;7163862;2109566;9705785;9705785;9699783;9705785;9705785;9699783;9699783;7163862;7163862;7200269;9699783;9705785;2094228;7163862;7200269
0-1-2-0-3;9631894;7230639;7230639;9631894;7207060;2291002;9646668;9646668;9631894;9646668;9646668;9631894;9631894;7207060;7207060;7230639;9631894;9646668;2290672;7207060;7230639
0-1-0-2-3;9902535;7241712;7241712;9902535;7247864;2276371;9890708;9890708;9902535;9890708;9890708;9902535;9902535;7247864;7247864;7241712;9902535;9890708;2311988;7247864;7241712
0-0-1-2-3;9420107;6941249;6941249;9420107;6925343;2134107;9389298;9389298;9420107;9389298;9389298;9420107;9420107;6925343;6925343;6941249;9420107;9389298;2192756;6925343;6941249
1-2-3-4-0;9070541;6893661;6893661;9070541;6896732;2259803;9001335;9001335;9070541;9001335;9001335;9070541;9070541;6896732;6896732;6893661;9070541;9001335;2272737;6896732;6893661
1-2-3-0-4;8855821;6934926;6934926;8855821;6931461;2426825;8822599;8822599;8855821;8822599;8822599;8855821;8855821;6931461;6931461;6934926;8855821;8822599;2456070;6931461;6934926
1-2-0-3-4;9047997;6886897;6886897;9047997;6885572;2450654;9028328;9028328;9047997;9028328;9028328;9047997;9047997;6885572;6885572;6886897;9047997;9028328;2464201;6885572;6886897
1-0-2-3-4;8740490;6685994;6685994;8740490;6698943;2345542;8730699;8730699;8740490;8730699;8730699;8740490;8740490;6698943;6698943;6685994;8740490;8730699;2367586;6698943;6685994
0-1-2-3-4;8672486;6676055;6676055;8672486;6663890;2228738;8640754;8640754;8672486;8640754;8640754;8672486;8672486;6663890;6663890;6676055;8672486;8640754;2246663;6663890;6676055
1-2-3-4-5;9769366;7004037;7921512;9769366;7034987;2324498;9669988;8111730;9769366;9669988;9669988;9769366;8194851;7973709;7973709;7921512;8194851;8111730;2324565;7034987;7004037
