;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.492;0.492;0.492;0.492;0.492;0.047;0.492;0.492;0.492;0.492;0.492;0.492;0.492;0.492;0.492;0.492;0.492;0.492;0.047;0.492;0.492
0-1-0-0-0;0.498;0.498;0.498;0.498;0.498;0.052;0.498;0.498;0.498;0.498;0.498;0.498;0.498;0.498;0.498;0.498;0.498;0.498;0.052;0.498;0.498
0-0-1-0-0;0.519;0.519;0.519;0.519;0.519;0.053;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.053;0.519;0.519
0-0-0-1-0;0.493;0.493;0.493;0.493;0.493;0.053;0.493;0.493;0.493;0.493;0.493;0.493;0.493;0.493;0.493;0.493;0.493;0.493;0.053;0.493;0.493
0-0-0-0-1;0.508;0.508;0.508;0.508;0.508;0.052;0.508;0.508;0.508;0.508;0.508;0.508;0.508;0.508;0.508;0.508;0.508;0.508;0.052;0.508;0.508
1-2-0-0-0;0.504;0.504;0.504;0.504;0.504;0.051;0.504;0.504;0.504;0.504;0.504;0.504;0.504;0.504;0.504;0.504;0.504;0.504;0.051;0.504;0.504
1-0-2-0-0;0.519;0.519;0.519;0.519;0.519;0.053;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.519;0.053;0.519;0.519
1-0-0-2-0;0.506;0.506;0.506;0.506;0.506;0.052;0.506;0.506;0.506;0.506;0.506;0.506;0.506;0.506;0.506;0.506;0.506;0.506;0.052;0.506;0.506
1-0-0-0-2;0.513;0.513;0.513;0.513;0.513;0.052;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.052;0.513;0.513
0-1-2-0-0;0.520;0.521;0.521;0.520;0.520;0.054;0.521;0.521;0.520;0.521;0.521;0.520;0.520;0.520;0.520;0.521;0.520;0.521;0.054;0.520;0.521
0-1-0-2-0;0.507;0.507;0.507;0.507;0.507;0.054;0.507;0.507;0.507;0.507;0.507;0.507;0.507;0.507;0.507;0.507;0.507;0.507;0.054;0.507;0.507
0-1-0-0-2;0.513;0.513;0.513;0.513;0.513;0.054;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.054;0.513;0.513
0-0-1-2-0;0.517;0.518;0.518;0.517;0.517;0.055;0.518;0.518;0.517;0.518;0.518;0.517;0.517;0.517;0.517;0.518;0.517;0.518;0.055;0.517;0.518
0-0-1-0-2;0.523;0.523;0.523;0.523;0.523;0.054;0.523;0.523;0.523;0.523;0.523;0.523;0.523;0.523;0.523;0.523;0.523;0.523;0.054;0.523;0.523
0-0-0-1-2;0.513;0.513;0.513;0.513;0.513;0.054;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.513;0.054;0.513;0.513
1-2-3-0-0;0.520;0.517;0.517;0.520;0.516;0.053;0.521;0.521;0.520;0.521;0.521;0.520;0.520;0.516;0.516;0.517;0.520;0.521;0.053;0.516;0.517
1-2-0-3-0;0.512;0.507;0.507;0.512;0.506;0.053;0.513;0.513;0.512;0.513;0.513;0.512;0.512;0.506;0.506;0.507;0.512;0.513;0.053;0.506;0.507
1-2-0-0-3;0.516;0.512;0.512;0.516;0.512;0.053;0.516;0.516;0.516;0.516;0.516;0.516;0.516;0.512;0.512;0.512;0.516;0.516;0.052;0.512;0.512
1-0-2-3-0;0.522;0.516;0.516;0.522;0.515;0.054;0.522;0.522;0.522;0.522;0.522;0.522;0.522;0.515;0.515;0.516;0.522;0.522;0.054;0.515;0.516
1-0-2-0-3;0.525;0.518;0.518;0.525;0.518;0.053;0.526;0.526;0.525;0.526;0.526;0.525;0.525;0.518;0.518;0.518;0.525;0.526;0.053;0.518;0.518
1-0-0-2-3;0.518;0.511;0.511;0.518;0.510;0.053;0.519;0.519;0.518;0.519;0.519;0.518;0.518;0.510;0.510;0.511;0.518;0.519;0.053;0.510;0.511
0-1-2-3-0;0.522;0.517;0.517;0.522;0.516;0.055;0.522;0.522;0.522;0.522;0.522;0.522;0.522;0.516;0.516;0.517;0.522;0.522;0.055;0.516;0.517
0-1-2-0-3;0.525;0.519;0.519;0.525;0.519;0.054;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.519;0.519;0.519;0.525;0.525;0.054;0.519;0.519
0-1-0-2-3;0.518;0.513;0.513;0.518;0.512;0.054;0.518;0.518;0.518;0.518;0.518;0.518;0.518;0.512;0.512;0.513;0.518;0.518;0.054;0.512;0.513
0-0-1-2-3;0.526;0.518;0.518;0.526;0.518;0.055;0.526;0.526;0.526;0.526;0.526;0.526;0.526;0.518;0.518;0.518;0.526;0.526;0.054;0.518;0.518
1-2-3-4-0;0.524;0.513;0.513;0.524;0.512;0.055;0.524;0.524;0.524;0.524;0.524;0.524;0.524;0.512;0.512;0.513;0.524;0.524;0.054;0.512;0.513
1-2-3-0-4;0.526;0.515;0.515;0.526;0.515;0.054;0.526;0.526;0.526;0.526;0.526;0.526;0.526;0.515;0.515;0.515;0.526;0.526;0.054;0.515;0.515
1-2-0-3-4;0.521;0.509;0.509;0.521;0.509;0.054;0.521;0.521;0.521;0.521;0.521;0.521;0.521;0.509;0.509;0.509;0.521;0.521;0.054;0.509;0.509
1-0-2-3-4;0.527;0.514;0.514;0.527;0.513;0.054;0.527;0.527;0.527;0.527;0.527;0.527;0.527;0.513;0.513;0.514;0.527;0.527;0.054;0.513;0.514
0-1-2-3-4;0.527;0.515;0.515;0.527;0.515;0.055;0.527;0.527;0.527;0.527;0.527;0.527;0.527;0.515;0.515;0.515;0.527;0.527;0.055;0.515;0.515
1-2-3-4-5;0.525;0.516;0.524;0.525;0.516;0.054;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.524;0.524;0.524;0.525;0.525;0.054;0.516;0.516
