;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.45544;0.45544;0.45544;0.45544;0.45544;0.47658;0.45544;0.45544;0.45544;0.45544;0.45544;0.45544;0.45544;0.45544;0.45544;0.45544;0.45544;0.45544;0.47658;0.45544;0.45544
0-1-0-0-0;0.45708;0.45708;0.45708;0.45708;0.45708;0.48069;0.45708;0.45708;0.45708;0.45708;0.45708;0.45708;0.45708;0.45708;0.45708;0.45708;0.45708;0.45708;0.48069;0.45708;0.45708
0-0-1-0-0;0.46566;0.46566;0.46566;0.46566;0.46566;0.48508;0.46566;0.46566;0.46566;0.46566;0.46566;0.46566;0.46566;0.46566;0.46566;0.46566;0.46566;0.46566;0.48508;0.46566;0.46566
0-0-0-1-0;0.46013;0.46013;0.46013;0.46013;0.46013;0.48214;0.46013;0.46013;0.46013;0.46013;0.46013;0.46013;0.46013;0.46013;0.46013;0.46013;0.46013;0.46013;0.48214;0.46013;0.46013
0-0-0-0-1;0.46084;0.46084;0.46084;0.46084;0.46084;0.48007;0.46084;0.46084;0.46084;0.46084;0.46084;0.46084;0.46084;0.46084;0.46084;0.46084;0.46084;0.46084;0.48007;0.46084;0.46084
1-2-0-0-0;0.46293;0.46300;0.46300;0.46293;0.46293;0.48004;0.46300;0.46300;0.46293;0.46300;0.46300;0.46293;0.46293;0.46293;0.46293;0.46300;0.46293;0.46300;0.47994;0.46293;0.46300
1-0-2-0-0;0.46917;0.46920;0.46920;0.46917;0.46917;0.48323;0.46920;0.46920;0.46917;0.46920;0.46920;0.46917;0.46917;0.46917;0.46917;0.46920;0.46917;0.46920;0.48294;0.46917;0.46920
1-0-0-2-0;0.46592;0.46634;0.46634;0.46592;0.46592;0.48197;0.46634;0.46634;0.46592;0.46634;0.46634;0.46592;0.46592;0.46592;0.46592;0.46634;0.46592;0.46634;0.48191;0.46592;0.46634
1-0-0-0-2;0.46656;0.46659;0.46659;0.46656;0.46656;0.48014;0.46659;0.46659;0.46656;0.46659;0.46659;0.46656;0.46656;0.46656;0.46656;0.46659;0.46656;0.46659;0.48008;0.46656;0.46659
0-1-2-0-0;0.46938;0.46895;0.46895;0.46938;0.46938;0.48407;0.46895;0.46895;0.46938;0.46895;0.46895;0.46938;0.46938;0.46938;0.46938;0.46895;0.46938;0.46895;0.48454;0.46938;0.46895
