;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.55626;0.55626;0.55626;0.55626;0.55626;0.63708;0.55626;0.55626;0.55626;0.55626;0.55626;0.55626;0.55626;0.55626;0.55626;0.55626;0.55626;0.55626;0.63708;0.55626;0.55626
0-1-0-0-0;0.56151;0.56151;0.56151;0.56151;0.56151;0.62173;0.56151;0.56151;0.56151;0.56151;0.56151;0.56151;0.56151;0.56151;0.56151;0.56151;0.56151;0.56151;0.62173;0.56151;0.56151
0-0-1-0-0;0.55742;0.55742;0.55742;0.55742;0.55742;0.61868;0.55742;0.55742;0.55742;0.55742;0.55742;0.55742;0.55742;0.55742;0.55742;0.55742;0.55742;0.55742;0.61868;0.55742;0.55742
0-0-0-1-0;0.55008;0.55008;0.55008;0.55008;0.55008;0.60597;0.55008;0.55008;0.55008;0.55008;0.55008;0.55008;0.55008;0.55008;0.55008;0.55008;0.55008;0.55008;0.60597;0.55008;0.55008
0-0-0-0-1;0.56764;0.56764;0.56764;0.56764;0.56764;0.60522;0.56764;0.56764;0.56764;0.56764;0.56764;0.56764;0.56764;0.56764;0.56764;0.56764;0.56764;0.56764;0.60522;0.56764;0.56764
1-2-0-0-0;0.56762;0.56417;0.56417;0.56762;0.56762;0.62597;0.56417;0.56417;0.56762;0.56417;0.56417;0.56762;0.56762;0.56762;0.56762;0.56417;0.56762;0.56417;0.62653;0.56762;0.56417
1-0-2-0-0;0.56053;0.56053;0.56053;0.56053;0.56053;0.63012;0.56053;0.56053;0.56053;0.56053;0.56053;0.56053;0.56053;0.56053;0.56053;0.56053;0.56053;0.56053;0.63012;0.56053;0.56053
1-0-0-2-0;0.56895;0.57001;0.57001;0.56895;0.56895;0.63337;0.57001;0.57001;0.56895;0.57001;0.57001;0.56895;0.56895;0.56895;0.56895;0.57001;0.56895;0.57001;0.63337;0.56895;0.57001
1-0-0-0-2;0.57770;0.57770;0.57770;0.57770;0.57770;0.61994;0.57770;0.57770;0.57770;0.57770;0.57770;0.57770;0.57770;0.57770;0.57770;0.57770;0.57770;0.57770;0.61994;0.57770;0.57770
0-1-2-0-0;0.56986;0.56912;0.56912;0.56986;0.56986;0.62511;0.56912;0.56912;0.56986;0.56912;0.56912;0.56986;0.56986;0.56986;0.56986;0.56912;0.56986;0.56912;0.62511;0.56986;0.56912
0-1-0-2-0;0.57058;0.57355;0.57355;0.57058;0.57058;0.62661;0.57355;0.57355;0.57058;0.57355;0.57355;0.57058;0.57058;0.57058;0.57058;0.57355;0.57058;0.57355;0.62819;0.57058;0.57355
0-1-0-0-2;0.57279;0.57320;0.57320;0.57279;0.57279;0.61706;0.57320;0.57320;0.57279;0.57320;0.57320;0.57279;0.57279;0.57279;0.57279;0.57320;0.57279;0.57320;0.61750;0.57279;0.57320
0-0-1-2-0;0.57075;0.56930;0.56930;0.57075;0.57075;0.62300;0.56930;0.56930;0.57075;0.56930;0.56930;0.57075;0.57075;0.57075;0.57075;0.56930;0.57075;0.56930;0.62363;0.57075;0.56930
0-0-1-0-2;0.57021;0.57153;0.57153;0.57021;0.57021;0.61647;0.57153;0.57153;0.57021;0.57153;0.57153;0.57021;0.57021;0.57021;0.57021;0.57153;0.57021;0.57153;0.61436;0.57021;0.57153
0-0-0-1-2;0.57494;0.57379;0.57379;0.57494;0.57494;0.61152;0.57379;0.57379;0.57494;0.57379;0.57379;0.57494;0.57494;0.57494;0.57494;0.57379;0.57494;0.57379;0.61152;0.57494;0.57379
1-2-3-0-0;0.56522;0.56285;0.56285;0.56522;0.56355;0.62449;0.56453;0.56453;0.56522;0.56453;0.56453;0.56522;0.56522;0.56355;0.56355;0.56285;0.56522;0.56453;0.62490;0.56355;0.56285
