;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.02398;0.02398;0.02398;0.02398;0.02398;0.02267;0.02398;0.02398;0.02398;0.02398;0.02398;0.02398;0.02398;0.02398;0.02398;0.02398;0.02398;0.02398;0.02267;0.02398;0.02398
0-1-0-0-0;0.02498;0.02498;0.02498;0.02498;0.02498;0.02359;0.02498;0.02498;0.02498;0.02498;0.02498;0.02498;0.02498;0.02498;0.02498;0.02498;0.02498;0.02498;0.02359;0.02498;0.02498
0-0-1-0-0;0.01286;0.01286;0.01286;0.01286;0.01286;0.01165;0.01286;0.01286;0.01286;0.01286;0.01286;0.01286;0.01286;0.01286;0.01286;0.01286;0.01286;0.01286;0.01165;0.01286;0.01286
0-0-0-1-0;0.02678;0.02678;0.02678;0.02678;0.02678;0.02527;0.02678;0.02678;0.02678;0.02678;0.02678;0.02678;0.02678;0.02678;0.02678;0.02678;0.02678;0.02678;0.02527;0.02678;0.02678
0-0-0-0-1;0.01454;0.01454;0.01454;0.01454;0.01454;0.01343;0.01454;0.01454;0.01454;0.01454;0.01454;0.01454;0.01454;0.01454;0.01454;0.01454;0.01454;0.01454;0.01343;0.01454;0.01454
1-2-0-0-0;0.01854;0.01819;0.01819;0.01854;0.01854;0.01726;0.01819;0.01819;0.01854;0.01819;0.01819;0.01854;0.01854;0.01854;0.01854;0.01819;0.01854;0.01819;0.01761;0.01854;0.01819
1-0-2-0-0;0.01087;0.01082;0.01082;0.01087;0.01087;0.01003;0.01082;0.01082;0.01087;0.01082;0.01082;0.01087;0.01087;0.01087;0.01087;0.01082;0.01087;0.01082;0.01012;0.01087;0.01082
1-0-0-2-0;0.01772;0.01750;0.01750;0.01772;0.01772;0.01632;0.01750;0.01750;0.01772;0.01750;0.01750;0.01772;0.01772;0.01772;0.01772;0.01750;0.01772;0.01750;0.01653;0.01772;0.01750
1-0-0-0-2;0.01213;0.01196;0.01196;0.01213;0.01213;0.01102;0.01196;0.01196;0.01213;0.01196;0.01196;0.01213;0.01213;0.01213;0.01213;0.01196;0.01213;0.01196;0.01118;0.01213;0.01196
0-1-2-0-0;0.01121;0.01112;0.01112;0.01121;0.01121;0.01022;0.01112;0.01112;0.01121;0.01112;0.01112;0.01121;0.01121;0.01121;0.01121;0.01112;0.01121;0.01112;0.01031;0.01121;0.01112
0-1-0-2-0;0.01882;0.01868;0.01868;0.01882;0.01882;0.01767;0.01868;0.01868;0.01882;0.01868;0.01868;0.01882;0.01882;0.01882;0.01882;0.01868;0.01882;0.01868;0.01782;0.01882;0.01868
0-1-0-0-2;0.01229;0.01223;0.01223;0.01229;0.01229;0.01122;0.01223;0.01223;0.01229;0.01223;0.01223;0.01229;0.01229;0.01229;0.01229;0.01223;0.01229;0.01223;0.01128;0.01229;0.01223
0-0-1-2-0;0.01131;0.01125;0.01125;0.01131;0.01131;0.01029;0.01125;0.01125;0.01131;0.01125;0.01125;0.01131;0.01131;0.01131;0.01131;0.01125;0.01131;0.01125;0.01028;0.01131;0.01125
0-0-1-0-2;0.00952;0.00936;0.00936;0.00952;0.00952;0.00868;0.00936;0.00936;0.00952;0.00936;0.00936;0.00952;0.00952;0.00952;0.00952;0.00936;0.00952;0.00936;0.00881;0.00952;0.00936
0-0-0-1-2;0.01230;0.01219;0.01219;0.01230;0.01230;0.01135;0.01219;0.01219;0.01230;0.01219;0.01219;0.01230;0.01230;0.01230;0.01230;0.01219;0.01230;0.01219;0.01143;0.01230;0.01219
1-2-3-0-0;0.01048;0.01034;0.01034;0.01048;0.01043;0.00950;0.01035;0.01035;0.01048;0.01035;0.01035;0.01048;0.01048;0.01043;0.01043;0.01034;0.01048;0.01035;0.00961;0.01043;0.01034
1-2-0-3-0;0.01603;0.01557;0.01557;0.01603;0.01580;0.01441;0.01569;0.01569;0.01603;0.01569;0.01569;0.01603;0.01603;0.01580;0.01580;0.01557;0.01603;0.01569;0.01468;0.01580;0.01557
1-2-0-0-3;0.01135;0.01105;0.01105;0.01135;0.01129;0.01009;0.01114;0.01114;0.01135;0.01114;0.01114;0.01135;0.01135;0.01129;0.01129;0.01105;0.01135;0.01114;0.01032;0.01129;0.01105
1-0-2-3-0;0.01031;0.01008;0.01008;0.01031;0.01027;0.00929;0.01011;0.01011;0.01031;0.01011;0.01011;0.01031;0.01031;0.01027;0.01027;0.01008;0.01031;0.01011;0.00944;0.01027;0.01008
1-0-2-0-3;0.00909;0.00876;0.00876;0.00909;0.00896;0.00804;0.00885;0.00885;0.00909;0.00885;0.00885;0.00909;0.00909;0.00896;0.00896;0.00876;0.00909;0.00885;0.00827;0.00896;0.00876
1-0-0-2-3;0.01123;0.01094;0.01094;0.01123;0.01111;0.01002;0.01101;0.01101;0.01123;0.01101;0.01101;0.01123;0.01123;0.01111;0.01111;0.01094;0.01123;0.01101;0.01025;0.01111;0.01094
0-1-2-3-0;0.01073;0.01044;0.01044;0.01073;0.01064;0.00954;0.01051;0.01051;0.01073;0.01051;0.01051;0.01073;0.01073;0.01064;0.01064;0.01044;0.01073;0.01051;0.00968;0.01064;0.01044
0-1-2-0-3;0.00923;0.00885;0.00885;0.00923;0.00906;0.00819;0.00894;0.00894;0.00923;0.00894;0.00894;0.00923;0.00923;0.00906;0.00906;0.00885;0.00923;0.00894;0.00841;0.00906;0.00885
0-1-0-2-3;0.01132;0.01102;0.01102;0.01132;0.01116;0.01025;0.01117;0.01117;0.01132;0.01117;0.01117;0.01132;0.01132;0.01116;0.01116;0.01102;0.01132;0.01117;0.01035;0.01116;0.01102
0-0-1-2-3;0.00907;0.00887;0.00887;0.00907;0.00900;0.00817;0.00894;0.00894;0.00907;0.00894;0.00894;0.00907;0.00907;0.00900;0.00900;0.00887;0.00907;0.00894;0.00832;0.00900;0.00887
1-2-3-4-0;0.00996;0.00974;0.00974;0.00996;0.00997;0.00898;0.00972;0.00972;0.00996;0.00972;0.00972;0.00996;0.00996;0.00997;0.00997;0.00974;0.00996;0.00972;0.00917;0.00997;0.00974
1-2-3-0-4;0.00893;0.00848;0.00848;0.00893;0.00870;0.00780;0.00858;0.00858;0.00893;0.00858;0.00858;0.00893;0.00893;0.00870;0.00870;0.00848;0.00893;0.00858;0.00805;0.00870;0.00848
1-2-0-3-4;0.01065;0.01034;0.01034;0.01065;0.01057;0.00946;0.01040;0.01040;0.01065;0.01040;0.01040;0.01065;0.01065;0.01057;0.01057;0.01034;0.01065;0.01040;0.00975;0.01057;0.01034
1-0-2-3-4;0.00877;0.00841;0.00841;0.00877;0.00866;0.00769;0.00848;0.00848;0.00877;0.00848;0.00848;0.00877;0.00877;0.00866;0.00866;0.00841;0.00877;0.00848;0.00796;0.00866;0.00841
0-1-2-3-4;0.00886;0.00848;0.00848;0.00886;0.00868;0.00780;0.00859;0.00859;0.00886;0.00859;0.00859;0.00886;0.00886;0.00868;0.00868;0.00848;0.00886;0.00859;0.00803;0.00868;0.00848
1-2-3-4-5;0.01343;0.01337;0.01336;0.01343;0.01308;0.01276;0.01370;0.01361;0.01343;0.01370;0.01370;0.01343;0.01337;0.01307;0.01307;0.01336;0.01337;0.01361;0.01249;0.01308;0.01337
